shopTitle,price,title,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel
庞派正品体验店,2728.0,当天发Huawei/<span class=H>华为</span> <span class=H>Mate</span> 40pro5G全网通手机鸿蒙系统<span class=H>mate</span><span class=H>60</span>曲面屏,719462940822,40,广东 广州,0,1,1,0,1,麒麟9000,5000+2000+1200,66,,3,5000
华奥通讯,6776.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro 麒麟9000s 原封正品手机 国行<span class=H>mate</span><span class=H>60</span>pro,742633739548,2,北京,1,1,1,0,0,,5000+1200+4800,88,,3,5000
宏信通讯,9800.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> RS | ULTI<span class=H>MATE</span> DESIGN <span class=H>华为</span><span class=H>60</span>rs非凡大师,772930285053,21,广东 深圳,1,0,1,0,0,未公布,4800+4000+4800,88,,3,4800
成都科技前沿通讯,8059.0,成都闪送Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+手机全新官网麒麟现货遥遥领先,742431248816,4,四川 成都,0,0,1,0,1,,4800+4000+4800,88,,3,4800
新博士商城,458.0,新款<span class=H>mate</span><span class=H>60</span>Pro正品骁龙888智能全网通千元手机送小 米华 为耳机线,765728627887,97,广东 深圳,0,1,1,0,0,骁龙888,4800,20,,1,4800
宏利达数码手机,9999.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+,775644282301,39,广东 深圳,1,1,1,0,0,,4800+4000+4800,88,,3,4800
成都众合数码通讯,6839.0,现货Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro新品款鸿蒙旗舰官方的手机遥遥领先+,742114065473,8,四川 成都,0,0,1,0,0,,5000+1200+4800,88,,3,5000
诚信通讯商城,6538.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro现货鸿蒙双卫星通讯<span class=H>mate</span><span class=H>60</span>超清影像同城,741739886357,8,河南 郑州,0,1,1,0,0,,5000+1200+4800,88,,3,5000
A晓阳通讯,8178.0,新品Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+全网通商务手机 <span class=H>华为</span><span class=H>mate</span><span class=H>60</span>PRO+,738255607015,12,天津,1,1,1,0,0,,4800+4000+4800,88,,3,4800
华荣原装正品体验店,6889.0,新款现货Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro5G麒麟12+512G正品<span class=H>Mate</span><span class=H>60</span>手机,741545726143,12,广东 深圳,1,1,1,0,0,,5000+1200+4800,88,,3,5000
非凡诚信数码,606.0,Huawei/<span class=H>华为</span> <span class=H>MATE</span> 30 4/5G大屏高速智能游戏面容2手机顺丰包邮,764266974245,200,广东 深圳,0,0,1,0,0,麒麟955,1230,40,,1,1230
麦克先生腾讯员工创业店,7160.0,新款Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span> Pro旗舰手机鸿蒙<span class=H>华为</span>的<span class=H>mate</span><span class=H>60</span>Pro遥遥领先,745136258413,10,北京,1,0,1,0,0,,5000+1200+4800,88,,3,5000
苏宁易购直营企业店,7099.0,【全新国行正品】Huawei/<span class=H>华为</span><span class=H>Mate</span> <span class=H>60</span>手机手机新款<span class=H>华为</span>鸿蒙1694,755237106234,12,浙江 杭州,0,0,1,0,0,,5000+1200+1200,66,,3,5000
臻火数码旗舰店,4489.0,【可减220元 12期免息】Huawei/<span class=H>华为</span>P50 Pro手机200倍变焦影像全网通<span class=H>Mate</span><span class=H>60</span><span class=H>华为</span>官方正品旗舰店官网鸿蒙系统,652369951979,0,浙江 杭州,1,1,1,0,0,骁龙888 4G,5000+4000+1300+6400,66,,4,6400
同步飞扬旗舰店,5558.0,当天发【可减100元送碎屏宝等】Huawei/<span class=H>华为</span>P<span class=H>60</span> 手机官方旗舰正品p<span class=H>60</span>系列鸿蒙系统p<span class=H>60</span>pro洛可白<span class=H>mate</span>x3新款12,708581100840,0,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
oksj数码旗舰店,5598.0,【24期免息】当天发送碎屏保Huawei/<span class=H>华为</span>P<span class=H>60</span>新款手机鸿蒙官方旗舰店官网正品<span class=H>华为</span>p<span class=H>60</span>pro直降<span class=H>mate</span>50拍照手机70,694282391626,1,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
前行者数码折扣,1049.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro 手机5G全网通双卡双待全新未拆封大内存,773098316674,8,北京,0,0,0,0,0,,5000+1200+4800,88,,3,5000
腾高通讯,1838.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 30 5G双卡全网通智能手机麒麟990正品美颜拍照,749669797837,5,河南 郑州,0,1,1,0,0,麒麟990 5G,4000+1600+800,40,,3,4000
新连兴数码严选店,699.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span>Pro2024官方旗舰正品5G智能手机原装荣耀nova,776610171470,18,广东 深圳,0,1,1,0,0,,5000+1200+4800,88,,3,5000
彩虹品牌数码科技,999.0,Huawei/<span class=H>华为</span><span class=H>Mate</span> <span class=H>60</span> Pro正品官方旗舰P<span class=H>60</span>Pro安卓荣耀100Pro5G手机,768556229373,13,北京,0,0,0,0,0,,5000+1200+4800,88,,3,5000
e酷手机网10年诚信店铺,10590.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> RS | ULTI<span class=H>MATE</span> DESIGN非凡大师官方正品闪送,748600268779,20,北京,1,1,1,0,0,未公布,4800+4000+4800,88,,3,4800
火焰网购店,498.0,国行<span class=H>mate</span><span class=H>60</span>Pro正品骁龙888智能全网通手机送小 米华 为oppo耳机线,770989965755,32,广东 深圳,0,1,1,0,0,骁龙888,4800,20,,1,4800
臻火数码旗舰店,8999.0,【现货速发】<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>Pro+手机官方旗舰店正品官网新款商务卫星鸿蒙智能,737777568445,2,浙江 杭州,1,1,1,0,0,,4800+4000+4800,88,,3,4800
米佳手机店,6698.0,新品Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+官方旗舰5G鸿蒙麒麟双卫星通信手机,772609097618,13,广东 珠海,0,0,1,0,0,,4800+4000+4800,88,,3,4800
天海数码,1198.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro荣耀官方旗舰P<span class=H>60</span> Pro鸿蒙畅享70智能手机,770548278910,17,北京,0,0,1,0,0,,5000+1200+4800,88,,3,5000
小米家数码科技,799.0,Huawei/<span class=H>华为</span> P<span class=H>60</span> Pro荣耀5G官方旗舰<span class=H>Mate</span><span class=H>60</span>Pro鸿蒙畅享70智能手机,776328024968,8,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
杭州百脑汇宏泰数码实体店,6440.0,2023新款Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span>全网通手机实体现货速发,752034415418,1,浙江 杭州,0,0,1,0,0,,5000+1200+1200,66,,3,5000
晟乐数码商城,6349.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro新品旗舰正品曲屏麒麟芯片卫星通话手机,771896948694,11,广东 深圳,0,1,1,0,0,,5000+1200+4800,88,,3,5000
苏宁易购直营企业店,8399.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+新品手机<span class=H>Mate</span> <span class=H>60</span>国行正品全网通2127,760462737247,10,北京,0,0,1,0,0,,4800+4000+4800,88,,3,4800
惠民手机平板数码,658.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 20全网通4G鸿蒙智能6.53寸大屏游戏拍照手机NFC,760502430045,1,广东 广州,0,1,1,0,0,麒麟980,1200+1600+800,22,,3,1600
小扬哥甄选5G,2099.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 30 Pro 5G双卡双待5G无线充电红外线全新未拆封,762914352686,10,北京,0,1,1,0,1,麒麟990 5G,400040008003,40,,1,400040008003
讯通通讯,9880.0,【闪送速达】Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> RS | ULTI<span class=H>MATE</span> DESIGN非凡大师,753861615018,10,广东 广州,1,0,1,0,1,未公布,4800+4000+4800,88,,3,4800
天辰智能数码科技,799.0,Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>Pro新款正品曲面5G官方旗舰90GT荣耀100Pro手机,776255880248,10,北京,0,0,1,0,0,,5000+1200+4800,88,,3,5000
杰诚电讯,2588.0,2588起Huawei/<span class=H>华为</span> <span class=H>Mate</span> 40 Pro全网通5G<span class=H>mate</span>40pro正品麒麟9000,631308378570,4,河北 唐山,0,1,1,0,1,麒麟9000,5000+2000+1200,66,,3,5000
风飞数码专营店,1388.0,分期免息/送豪华礼 HUAWEI/华为Mate50 16+512GB新款旗舰5G曲面屏,763639347341,7,广东 深圳,0,1,1,0,0,第一代骁龙 8+ 4G,5000+1300+1200,66,,3,5000
华荣原装正品体验店,6389.0,现货新品Huawei/华为 Mate 60麒麟芯片12+512G官方正品鸿蒙5G手机,741385976044,2,广东 深圳,1,1,1,0,0,,5000+1200+1200,66,,3,5000
幸运数码正品店,1988.0,全新正品!华为Mate40 5G手机M40官方旗舰官网正品店官网mate40pro,768514041786,100,广东 深圳,0,0,1,0,0,麒麟9000,5000+2000+1200,66,,3,5000
华粉原装正品手机体验店,6299.0,新品Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>麒麟9000S旗舰5G鸿蒙手机<span class=H>mate</span><span class=H>60</span>官方正品1T,741398358986,2,广东 深圳,1,1,1,0,0,,5000+1200+1200,66,,3,5000
卓越鑫诚,578.0,5G新款<span class=H>mate</span><span class=H>60</span> s正品骁龙888智能全网通千元手机送华 为vivo耳机线,755616820019,4,广东 深圳,0,1,1,0,0,骁龙888,4800,20,,1,4800
手机 冰农梨花园,1400.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 30 5G特价机实用高性价比商务机游戏手机,763529088008,7,广东 深圳,0,0,1,0,0,麒麟990 5G,4000+1600+800,40,,3,4000
新时代电讯,6979.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro<span class=H>华为</span><span class=H>mate</span><span class=H>60</span>pro手机官方旗舰正品<span class=H>mate</span><span class=H>60</span>,742493465628,5,北京,1,0,1,0,1,,5000+1200+4800,88,,3,5000
瑞娜电讯企业店,3599.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 30 RS 保时捷设计30pro 鸿蒙官方旗舰<span class=H>mate</span>40pro,685008158939,3,河北 唐山,0,1,1,0,0,HUAWEI Kirin 990 5G(麒麟990 5G,400040008003,40,,1,400040008003
龙达数码通讯,5699.0,新品Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span>国行正品手机<span class=H>华为</span><span class=H>MATE</span><span class=H>60</span>双卫星通信手机,749325544780,16,广东 深圳,0,0,1,0,0,,5000+1200+1200,66,,3,5000
成都科技前沿通讯,6239.0,成都闪送Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span>手机全新麒麟现货遥遥领先<span class=H>mate</span><span class=H>60</span>pro,742786279671,1,四川 成都,0,0,1,0,1,,5000+1200+1200,66,,3,5000
强大数码企业店,9799.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> RS |ULTI<span class=H>MATE</span>DESIGN非凡大师<span class=H>mate</span><span class=H>60</span>保时捷,757730887131,14,河北 唐山,0,1,1,0,0,未公布,4800+4000+4800,88,,3,4800
太极国际数码,1588.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+新款正品5G荣耀官方旗舰X50GT智能手机,772798877955,99,北京,0,1,1,0,0,,4800+4000+4800,88,,3,4800
爱家宝通讯,7530.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+全网通麒麟9000S鸿蒙系统<span class=H>mate</span><span class=H>60</span>pro手机,740846021193,18,北京,1,1,1,0,1,,4800+4000+4800,88,,3,4800
鲁信数码手机店,6228.0,新款Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span>全新正品新品全网通鸿蒙旗舰机原封现货,741402427522,4,河南 郑州,1,1,1,0,0,,5000+1200+1200,66,,3,5000
久汇数码专营店,7299.0,24期免息【顺丰现货速发】Huawei<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>手机新款官方旗舰店鸿蒙系统官网正品<span class=H>mate</span><span class=H>60</span>pro直屏手机50pro,729845531866,1,广东 深圳,1,1,1,0,0,,5000+1200+1200,66,,3,5000
霸气数码通讯,458.0,新款<span class=H>mate</span><span class=H>60</span>Pro正品骁龙888智能手机全网通千元送小 米华 为耳机线,765854111396,21,广东 深圳,0,1,1,0,0,骁龙888,4800,20,,1,4800
文胜数码店,8360.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+ 卫星通信 新品现货,768570709803,27,北京,0,0,1,0,0,,4800+4000+4800,88,,3,4800
睿创恒业数码科技,899.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 30 5G,729439371388,8,安徽 亳州,0,0,1,0,0,麒麟990 5G,4000+1600+800,40,,3,4000
众诚数码通讯,683.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 20全网通4G鸿蒙6.53寸大屏NFC游戏拍照智能手机,765607144763,5,广东 东莞,0,1,1,0,0,麒麟980,1200+1600+800,22,,3,1600
5G数码优质店,2950.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 40 pro 5G手机麒麟9000芯片旗舰鸿蒙系统正品<span class=H>60</span>,701506660396,2,广东 深圳,1,1,1,0,1,麒麟9000,5000+2000+1200,66,,3,5000
天辰智能数码科技,799.0,Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>Pro荣耀正品官方旗舰P<span class=H>60</span>Pro鸿蒙畅享70智能手机,776297965554,8,北京,0,0,1,0,0,,5000+1200+4800,88,,3,5000
3楼数码,3238.0,Huawei/<span class=H>华为</span> HUAWEI <span class=H>Mate</span> 30 RS 保时捷设计 5G 手机 拍照手机,743991237797,11,浙江 杭州,0,0,1,0,0,HUAWEI Kirin 990 5G(麒麟990 5G,400040008003,40,,1,400040008003
A晓阳通讯,6238.0,当天发Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> 手机官网麒麟新款<span class=H>mate</span><span class=H>60</span>系列原封,741165729304,1,天津,1,1,1,0,0,,5000+1200+1200,66,,3,5000
三际数码官方旗舰店,8999.0,【稀缺现货】HUAWEI/<span class=H>华为</span><span class=H>Mate</span> <span class=H>60</span>Pro+手机<span class=H>华为</span>官方旗舰店正品新款直降智能学生手机鸿蒙卫星<span class=H>mate</span><span class=H>60</span>pro+,737961976548,3,山东 济南,1,1,1,0,0,,4800+4000+4800,88,,3,4800
西安状状通讯商行,6829.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro全新国行正品卫星通话5g全网通旗舰手机,775538241100,1,陕西 西安,0,1,1,0,0,,5000+1200+4800,88,,3,5000
叮当数码手机,7249.0,新款Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro官方正品5G旗舰手机全网通麒麟9000s,736382141141,1,广东 深圳,1,0,1,0,0,,5000+1200+4800,88,,3,5000
荣 耀 手机,799.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro正品新款1TB荣耀官方旗舰nova12智能手机,776321051811,4,北京,0,0,0,0,0,,5000+1200+4800,88,,3,5000
荣 耀 手机,799.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro原装正品官方旗舰畅享70荣耀nova12手机,776340946289,3,广东 深圳,0,0,0,0,0,,5000+1200+4800,88,,3,5000
前行者数码折扣,999.0,Huawei/<span class=H>华为</span> P<span class=H>60</span> Pro 新款智能正品手机5G全网通全新未拆封可分期,773133567133,3,北京,0,0,1,0,0,,5000+1200+4800,88,,3,5000
3楼数码,5399.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span>  卫星消息  瑶瑶领先  商务手机,754322346967,4,浙江 杭州,0,0,1,0,0,,5000+1200+1200,66,,3,5000
睿创恒业数码科技,599.0,Huawei/<span class=H>华为</span> Huawei <span class=H>Mate</span> 30鸿蒙系统4G 拍照游戏2手机,731462676459,5,安徽 亳州,0,0,1,0,0,HUAWEI Kirin 990 (麒麟990,40001600800,40,,1,40001600800
一展宏图数码,688.0,Huawei/<span class=H>华为</span> <span class=H>MATE</span> 30全网通4G/5G麒麟990处理器学生游戏智能2手机,758985188272,4,广东 深圳,0,0,1,0,0,麒麟955,1230,40,,1,1230
彩虹品牌数码科技,999.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro正品1TB荣耀100Pro官方5G旗舰nova12手机,768564043267,12,北京,0,0,0,0,0,,5000+1200+4800,88,,3,5000
麦克先生腾讯员工创业店,6750.0,2023新款Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> 麒麟芯片 卫星通讯 超清影像手机,745094770107,1,北京,1,0,1,0,0,,5000+1200+1200,66,,3,5000
麦乐通讯数码,9050.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+ 国行正品 全网通 5G,764075469883,200,湖南 长沙,0,1,1,0,1,,4800+4000+4800,88,,3,4800
宏信通讯,7250.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+国行正品旗舰手机麒麟芯片全网通 现货,772929757051,6,广东 深圳,1,0,1,0,0,,4800+4000+4800,88,,3,4800
OK数码,6818.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span>手机旗舰新款<span class=H>华为</span><span class=H>mate</span><span class=H>60</span>麒麟芯片 <span class=H>mate</span><span class=H>60</span>正品,742792351310,0,上海,1,0,1,0,0,,5000+1200+1200,66,,3,5000
成都长庚通讯,8079.0,<span class=H>mate</span><span class=H>60</span>pro+分期付款Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+正品旗舰新款手机,738056668314,2,四川 成都,0,0,1,0,0,,4800+4000+4800,88,,3,4800
辉杰数码科技,858.0,新款手机<span class=H>mate</span><span class=H>60</span>Pro正品骁龙888智能5G全网通送小米<span class=H>华为</span>oppo耳机线,775737830004,13,广东 深圳,0,0,1,0,0,MTK6763,1600,65,,1,1600
同步飞扬旗舰店,11999.0,当天发【6期免息】HUAWEI/<span class=H>华为</span><span class=H>Mate</span> <span class=H>60</span> RS 非凡大师手机<span class=H>mate</span><span class=H>60</span>rs新款<span class=H>60</span>直降官方旗舰店正品<span class=H>mate</span>50北斗通话12,709303262116,0,广东 深圳,1,1,1,0,0,未公布,4800+4000+4800,88,,3,4800
漳州数码,629.0,Huawei/<span class=H>华为</span> Huawei <span class=H>Mate</span> 30麒麟990处理器鸿蒙系统红外遥控2手机,732210940442,4,广东 深圳,0,1,1,0,0,HUAWEI Kirin 990 (麒麟990,40001600800,40,,1,40001600800
合一电讯,10469.0,<span class=H>华为</span><span class=H>mate</span><span class=H>60</span>rsHuawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> RS | ULTI<span class=H>MATE</span> DESIGN非凡大师,740804182305,2,广东 深圳,1,0,1,0,0,未公布,4800+4000+4800,88,,3,4800
鸿星数码馆,583.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 10 Pro徕卡4G大屏双卡NFC红外遥控直播商务手机,713988627871,9,广东 惠州,0,1,1,0,0,麒麟970,2000,22,,1,2000
天海数码,1198.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro 手机5G全网通全新曲面屏大内存512G双卡,771639216001,13,北京,0,0,1,0,0,,5000+1200+4800,88,,3,5000
晟乐数码商城,5738.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 50 RS保时捷设计<span class=H>华为</span><span class=H>mate</span>50rs官方商务手机<span class=H>60</span>rs,743708134282,3,广东 深圳,0,1,1,0,0,骁龙8+ 4G,5000+1300+4800,66,,3,5000
荣 耀 手机,799.0,Huawei/<span class=H>华为</span> 畅享 70新款正品荣耀X100P Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro,776321471033,4,广东 深圳,0,0,0,0,0,,5000+1200+4800,88,,3,5000
荣晟数码科技,6280.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro 现货 手机正品卫星通话<span class=H>mate</span><span class=H>60</span>Pro新品,769706824070,2,广东 深圳,1,0,1,0,0,,5000+1200+4800,88,,3,5000
天兴科技数码,606.0,现货速发 Huawei/<span class=H>华为</span> <span class=H>MATE</span> 30 4/5G全网通美颜游戏面部识别2手机,772051811130,5,广东 深圳,0,0,1,0,0,麒麟955,1230,40,,1,1230
风飞数码专营店,1388.0,分期免息/送豪华礼 HUAWEI/华为Mate50 16+512GB新款旗舰5G曲面屏,763639347341,7,广东 深圳,0,1,1,0,0,第一代骁龙 8+ 4G,5000+1300+1200,66,,3,5000
华荣原装正品体验店,6389.0,现货新品Huawei/华为 Mate 60麒麟芯片12+512G官方正品鸿蒙5G手机,741385976044,2,广东 深圳,1,1,1,0,0,,5000+1200+1200,66,,3,5000
幸运数码正品店,1988.0,全新正品!华为Mate40 5G手机M40官方旗舰官网正品店官网mate40pro,768514041786,100,广东 深圳,0,0,1,0,0,麒麟9000,5000+2000+1200,66,,3,5000
奇迹数码,399.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 10原装NFC红外遥控麒麟970鸿蒙双系统便宜手机,762134450787,4,广东 深圳,0,0,1,0,0,麒麟970,2000+1200,22,,2,2000
诺悦通讯,10668.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> RS | ULTI<span class=H>MATE</span> DESIGN全新正品原封非凡大师,737949141528,6,江苏 南京,1,1,1,0,0,未公布,4800+4000+4800,88,,3,4800
大胡子1987,6980.0,2023年新款Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro国行手机全新原封原装正品,741503617256,3,上海,0,0,1,0,0,,5000+1200+4800,88,,3,5000
山东新立科技,6183.0,开封激活Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro鸿蒙系统麒麟9000s 遥遥领先,741027500790,2,山东 济南,0,0,1,0,0,,5000+1200+4800,88,,3,5000
大胡子1987,6850.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> 国行原封原装正品手机,747616086886,1,上海,0,0,1,0,0,,5000+1200+1200,66,,3,5000
卓讯,7058.0,现货Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro新款5G手机<span class=H>华为</span><span class=H>mate</span><span class=H>60</span>pro正品手机,736459309001,1,北京,1,0,1,0,0,,5000+1200+4800,88,,3,5000
名品数码诚信的店铺,8218.0,现货当天发Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>60</span> Pro+官方正品手机卫星通信全网,741242031532,4,北京,1,1,1,0,0,,4800+4000+4800,88,,3,4800
瑞娜电讯企业店,1799.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> 30 RS 保时捷设计5G全网通麒麟990芯 <span class=H>mate</span>40rs,719563581873,3,河北 唐山,0,1,1,0,0,HUAWEI Kirin 990 5G(麒麟990 5G,400040008003,40,,1,400040008003
