shopTitle,price,title,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel
华耀原装正品主营店,6378.0,正品促销Huawei/<span class=H>华为</span> <span class=H>P60</span> Art艺术版鸿蒙拍照1TB旗舰手机<span class=H>p60</span>art,709222165396,6,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
莓文化,2788.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>  拍照手机  <span class=H>P60</span>Pro  旗舰手机,728610460205,14,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
新通信手机数码,5599.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>,768940723805,67,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
Mr Bo实体二十年线上店,2799.0,【全国联保】Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro全网通手机昆仑玻璃北斗卫星<span class=H>p60</span>,728772944449,39,北京,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
强大数码企业店,2789.0,12+512GHuawei/<span class=H>华为</span> <span class=H>P60</span> Art 新品旗舰手机<span class=H>p60</span>art 鸿蒙系统<span class=H>p60</span>Pro,767171720742,34,河北 唐山,0,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
昊玉数码专营店,899.0,顺丰闪发【新春开门红】Huawei/<span class=H>华为</span>P50SE手机5G新款游戏拍照学生老年人备用机智能<span class=H>华为</span>手机<span class=H>p60</span>pro畅玩40plus,768278754483,25,广东 深圳,0,1,1,0,0,骁龙778G 4G,5000+1300+1200,66,,3,5000
名品数码诚信的店铺,5559.0,现货 Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 北斗卫星鸿蒙系统国行正品拍照4G手机,719702854081,12,北京,1,1,1,0,1,骁龙8+ 4G,4800+1300+4800,88,,3,4800
昊玉数码专营店,1399.0,顺丰闪发【新春开门红】Huawei/<span class=H>华为</span>P50Pro手机5G全网通12+256G大内存学生老年人智能<span class=H>华为</span>手机<span class=H>p60</span>/畅玩50plus,763967220225,18,广东 深圳,0,1,1,0,0,骁龙778G 4G,5000+1300+1200,66,,3,5000
正品数码通讯,3980.0,<span class=H>华为</span><span class=H>p60</span>新品系列huawei新款2023高端官方旗舰洛可可白曲屏手机,711224854895,4,福建 福州,1,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
鲁信数码手机店,5559.0,新品Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro现货4G正品国行旗舰智能手机昆仑玻璃P50,712958706845,13,河南 郑州,1,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
华诚数码商城,3700.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>全网通4G双卡双待鸿蒙系统北斗卫星XMAGE影像,771364344600,6,山西 太原,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
微微通讯,4479.0,【同城闪送】Huawei/<span class=H>华为</span> <span class=H>P60</span> 双卡双待 正品行货 未激活,712457772814,1,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
恰好数码专营店,2858.0,特价 <span class=H>华为</span><span class=H>p60</span> HUAWEI/<span class=H>华为</span> <span class=H>p60</span> 鸿蒙系统 <span class=H>华为</span>国行正品 新品系列 <span class=H>华为</span><span class=H>p60</span> <span class=H>p60</span>pro 同系列手机,772243182555,6,河南 郑州,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
莓文化,3799.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro  全网通 拍照100倍变焦  拍照手机,749051876811,2,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
云腾通讯商城,2778.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 手机原装正品<span class=H>华为</span><span class=H>p60</span>PRO新款旗舰手机4G全网通,773983454102,4,广东 深圳,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
嘉恒数码商城,2799.0,【全国联保】 Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro全网通4G夜视北斗昆仑玻璃<span class=H>p60</span>,729278583584,7,北京,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
雅佳盛数码专营店,1488.0,分期免息/送豪华礼 <span class=H>华为</span><span class=H>P60</span>Pro 12+256G 5G新款曲面屏80系列快充<span class=H>华为</span>手机官方旗舰店官网正品50Pro/Mate60,760953921175,47,广东 深圳,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
灭隽数码科技,899.0,<span class=H>华为</span><span class=H>P60</span>Pro <span class=H>P60</span>Art 智能手机全面屏5G全网通官网全新大内存旗舰机,775758883645,10,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
3楼数码,2799.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>  音乐手机 <span class=H>P60</span>PRO  拍照手机,733601569874,23,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
御狐数码屋,2978.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>鸿蒙系统摄影旗舰正品轻薄拍照手机大电全网通NFC,714936745086,4,广东 揭阳,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
oksj数码旗舰店,5598.0,【24期免息】当天发送碎屏保Huawei/<span class=H>华为</span><span class=H>P60</span>新款手机鸿蒙官方旗舰店官网正品<span class=H>华为</span><span class=H>p60</span>pro直降mate50拍照手机70,694282391626,1,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
阿布的数码屋,4800.0,新款Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro全新正品鸿蒙曲屏超清拍照手机<span class=H>华为</span><span class=H>p60</span>,712635156430,5,广东 深圳,1,1,1,0,1,骁龙8+ 4G,4800+1300+4800,88,,3,4800
海康智能数码专营店,1488.0,分期免息/送豪华礼 HUAWEI/<span class=H>华为</span><span class=H>P60</span> Pro 12+256G 5G曲面屏手机快充游戏旗舰官网官方正品店鸿蒙80SE/70/90pro,701595522468,33,广东 深圳,0,1,1,0,1,骁龙8+ 4G,4800+1300+4800,88,,3,4800
杰诚电讯,4788.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Art原装正品4G全网通国行海岛设计昆仑玻璃手机,767913562083,5,河北 唐山,0,1,1,0,1,骁龙8+ 4G,4800+4000+4800,88,,3,4800
向蓝数码城,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro  12+512,766551549085,41,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
强大通讯1205,2599.0,特价<span class=H>华为</span><span class=H>p60</span> <span class=H>p60</span>pro Huawei/<span class=H>华为</span> <span class=H>P60</span> 国行正品 鸿蒙系统<span class=H>p60</span>art,773386206879,5,河北 唐山,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
灭隽数码科技,1259.0,<span class=H>华为</span><span class=H>P60</span>Art <span class=H>P60</span>Pro智能手机5G全网通双卡双待官网全新曲面屏手机,775754708470,8,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
瑞娜数码专营店,4699.0,HUAWEI/<span class=H>华为</span> <span class=H>P60</span> Art <span class=H>华为</span> <span class=H>P60</span> Art  <span class=H>华为</span><span class=H>p60</span> <span class=H>华为</span><span class=H>p60</span>pro 同款 全网通手机  国行正品,772628756431,7,河南 郑州,0,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
千荨数码专店,999.0,<span class=H>华为</span> <span class=H>P60</span> Pro微曲面屏5GMate60 Pro荣耀官方旗舰<span class=H>P60</span>Pro鸿蒙畅享70,770512397598,3,北京,0,0,1,0,0,,5000+1200+4800,88,,3,5000
宏信通讯,4100.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>全网通4G手机北斗卫星超聚光XMAGE影像曲面屏,774764443279,0,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
延小姐原创高端设计,168.0,2024新款适用华为p60pocketS透明手机壳折叠保护壳Pock2,762710806131,4,吉林 延边朝鲜族,0,0,0,0,0,,0,0,,1,0
捷园卡数码专营店,2048.0,分期免息/送豪华礼 Huawei/华为90Pro 512G 5G全网通曲面屏2亿像,770984231343,37,广东 深圳,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
创宇嘉汇数码专营店,3799.0,分期免息!官方正品 HUAWEI/华为 nova12 Pro前置6000万人像追焦双,770663164188,6,广东 深圳,1,1,1,0,0,,5000+800,100,,2,5000
华为乐畔专卖店,5646.0,<span class=H>华为</span>手机/HUAWEI <span class=H>P60</span>超聚光长焦昆仑玻璃双向北斗卫星消息鸿蒙智能手机<span class=H>华为</span>官方正品旗舰手机,725933681983,7,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
天天正品折扣店,3700.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>全网通4G高通处理器XAMEG影像曲面屏原装正品,765116372713,2,上海,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
晟乐数码商城,2798.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 官方正品<span class=H>P60</span> Pro旗舰新款拍照曲屏北斗卫星手机,773930994654,10,广东 深圳,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
杰诚电讯,3888.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro全网通手机4G 昆仑玻璃夜视北斗卫星鸿蒙手机,766168200705,10,河北 唐山,0,1,1,0,1,骁龙8+ 4G,4800+1300+4800,88,,3,4800
佰分购旗舰店,7399.0,【24期免息 立减1000元】 HUAWEI/<span class=H>华为</span><span class=H>P60</span> Art 手机官方旗舰店官网正品旗舰新品P50/40 <span class=H>华为</span><span class=H>P60</span> Pro 70,709525475108,6,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
桧栀数码,5999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 256/512GB,771773362007,35,广东 深圳,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
华耀原装正品主营店,5778.0,全新正品Huawei/<span class=H>华为</span><span class=H>P60</span> Pro旗舰鸿蒙手机512G洛可可白<span class=H>p60</span>pro新机,712735061961,3,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
3楼数码,3799.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 100倍变焦 拍照手机  音乐手机,749197065813,17,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
好通数码店,7299.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 8+256,768324965442,100,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
星星通讯行,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro  12+512GB,743185048440,500,浙江 湖州,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
鲁信数码手机店,6269.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Art新品旗舰正品现货鸿蒙手机海岛设计昆仑玻璃,708927576854,4,河南 郑州,1,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
微微通讯,6198.0,【同城可闪送】Huawei/<span class=H>华为</span> <span class=H>P60</span> Art 鸿蒙系统 <span class=H>P60</span>art,710175786108,11,北京,0,0,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
简三数码,4399.0,新上架Huawei/<span class=H>华为</span> <span class=H>P60</span> Art旗舰拍照影像手机,739321280358,10,上海,0,0,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
小米家数码科技,799.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro荣耀5G官方旗舰Mate60Pro鸿蒙畅享70智能手机,776328024968,8,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
恰好数码专营店,4688.0,HUAWEI/<span class=H>华为</span>huawei  <span class=H>P60</span> Art  Huawei/<span class=H>华为</span> <span class=H>P60</span> Art  全网通手机  艺术版新品,772365172154,5,河南 郑州,0,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
同步飞扬旗舰店,6058.0,当天发【3期免息送礼包】Huawei/<span class=H>华为</span><span class=H>P60</span> Pro系列手机官方旗舰正品<span class=H>p60</span>pro新款12鸿蒙系统art洛可白matex3,709056438495,3,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
宏信通讯,4500.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro全网通手机4G 昆仑玻璃夜视北斗卫星超聚焦,774780022828,0,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
德盛数码好店,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>,770768902003,91,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
兴卓聚力,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro  8+256,768395848314,200,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
亿品汇数码专营,5659.0,<span class=H>华为</span> <span class=H>P60</span> 超聚光XMAGE影像 双向北斗卫星消息 鸿蒙曲面屏,722944106034,0,江苏 南京,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
成都长庚通讯,6689.0,<span class=H>p60</span>art现货成都闪送+分期付款Huawei/<span class=H>华为</span> <span class=H>P60</span> Art官方正品新手机,709943103413,1,四川 成都,0,0,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
佰亿数码手机,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>,770708292675,70,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
琉璃数码折扣店,869.0,<span class=H>华为</span>智能5G手机<span class=H>P60</span> Art全面屏官网全新旗舰机全网通拍照游戏手机,760826834602,6,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
亿品汇数码专营,5999.0,<span class=H>华为</span> <span class=H>P60</span> Pro 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息 鸿蒙智能旗舰,722946282777,0,江苏 南京,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
淘宝珍库3C数码馆,7399.0,Huawei/<span class=H>华为</span><span class=H>P60</span>Art鸿蒙影像旗舰手机骁龙8 4G全网通智能手机,739279554606,2,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
佰亿数码手机,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro,774592919322,23,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
兴卓聚力,15999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro  12+512,765719688882,200,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
甄选手机店,5588.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 手机官方正品顺丰现货,732891322018,200,北京,1,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
亿品汇数码专营,6759.0,<span class=H>华为</span> <span class=H>P60</span> Art 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息,722944970618,0,江苏 南京,0,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
好运来数码手机,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro,770972028823,200,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
兴卓聚力,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>  256,765719436376,18,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
兴卓聚力,15999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro  12+256,766536154001,100,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
数码甄选好店,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 256/512GB,735337466999,600,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
好运来数码手机,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro,772464020791,54,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
数码甄选好店,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 12+512GB,770620988622,100,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
嘉恒数码商城,2799.0,【全国联保】Huawei/<span class=H>华为</span> <span class=H>P60</span>正品鸿蒙系统北斗卫星拍照手机,767952900665,6,北京,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
恰好数码专营店,3958.0,特价 <span class=H>华为</span><span class=H>p60</span>pro  HUAWEI/<span class=H>华为</span>  <span class=H>p60</span> pro 新款手机 鸿蒙系统  拍照手机 <span class=H>华为</span>正品    <span class=H>华为</span><span class=H>p60</span> <span class=H>p60</span>art同款手机,772195248914,4,河南 郑州,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
逸龙通讯,2778.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 手机原装正品<span class=H>华为</span><span class=H>p60</span>PRO新款旗舰手机4G全网通,773948616202,5,上海,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
瑞娜数码专营店,3658.0,高保 <span class=H>华为</span><span class=H>p60</span>  HUAWEI/<span class=H>华为</span> <span class=H>p60</span>  <span class=H>p60</span>pro 国行正品 鸿蒙系统  <span class=H>华为</span>手机 拍照手机  <span class=H>p60</span>art同款,774504073605,8,河南 郑州,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
瑞娜电讯企业店,2799.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Art艺术版新品Huawei/<span class=H>华为</span><span class=H>p60</span> Art全网通手机Pro,767248765224,10,河北 唐山,0,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
微微通讯,5618.0,【同城闪送】Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 双卡双待 正品行货 未激活,712708481100,3,北京,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
好通数码店,5999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 256/512GB,771722196612,43,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
圣光数码,7999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>  全新正品  智能鸿蒙,773608512453,86,北京,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
好通数码店,6999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 12+256,774462215516,65,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
众联伟创数码商城,7199.0,Huawei/<span class=H>华为</span><span class=H>P60</span>Art鸿蒙影像旗舰手机骁龙8 4G全网通智能手机,752582593678,2,湖北 武汉,0,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800
幸运数码正品店,1949.0,当天发!Huawei/华为 nova 11 5G系列官方旗舰正品店官网正品11pro,764323932056,6,广东 深圳,0,0,1,0,0,高通骁龙™ 778G 4G,5000+800,66,,2,5000
创宇嘉汇数码专营店,3799.0,分期免息!官方正品 HUAWEI/华为 nova12 Pro前置6000万人像追焦双,770663164188,6,广东 深圳,1,1,1,0,0,,5000+800,100,,2,5000
红橙子数码专营店,1399.0,顺丰闪发【新春开门红】Huawei/<span class=H>华为</span>P50Pro手机5G全网通12+256GB大内存学生老年人智能<span class=H>华为</span>手机<span class=H>p60</span>畅玩50plus,756311268618,34,广东 深圳,0,1,1,0,0,骁龙888 4G,5000+4000+1300+6400,66,,4,6400
红橙子数码专营店,899.0,顺丰闪发【新春开门红】Huawei/<span class=H>华为</span>P50SE手机5G新款游戏拍照学生老年人备用机智能<span class=H>华为</span>手机<span class=H>p60</span>pro畅玩40plus,768250773938,26,广东 深圳,0,1,1,0,0,骁龙778G 4G,5000+1300+1200,66,,3,5000
华粉严选,2799.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 旗舰手机 <span class=H>P60</span>Pro  拍照手机  鸿蒙系统,724587389480,5,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
景焱数码通讯,2799.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro新款官方旗舰正品<span class=H>p60</span>系列鸿蒙系统拍照手机,773979406713,14,上海,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
极客数码优品,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息,761942410050,64,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
桧栀数码,8899.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 12+512,768324129600,40,广东 深圳,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
德盛数码好店,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>,764890038026,200,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
oksj数码旗舰店,6399.0,24期免息送碎屏保Huawei/<span class=H>华为</span><span class=H>p60</span>pro新款手机鸿蒙官方旗舰店官网正品<span class=H>华为</span><span class=H>p60</span>pro直降50游戏拍照手机,652268344565,5,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
同步飞扬旗舰店,5558.0,当天发【可减100元送碎屏宝等】Huawei/<span class=H>华为</span><span class=H>P60</span> 手机官方旗舰正品<span class=H>p60</span>系列鸿蒙系统<span class=H>p60</span>pro洛可白matex3新款12,708581100840,0,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
德盛数码好店,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro,735476418393,500,广东 深圳,1,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
好通数码店,8399.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro 12+512,774536892898,77,广东 深圳,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800
星星通讯行,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>   256/512GB,741420731353,37,浙江 湖州,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800
