shopTitle,price,title,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel
京品SMART,4880.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 灵动岛 5G全网通 双卡双待 国行 原装正品,740010008857,3,广东 深圳,0,1,1,0,1,A16 仿生芯片,4800,20,,1,4800
仁勋科技,5999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全网通5G手机原装国行正品,775298939997,100,江苏 南京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
信息3C数码,5999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 支持移动联通电信5G 双卡双待手机,773969987305,2,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
果园数码商城,5999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>支持移动联通电信5G 双卡双待手机,758748943388,14,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
仁勋科技,9999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> ProMax全网通5G手机原装国行,775290960308,400,江苏 南京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
圣方数码,6888.0,现货Apple/苹果 <span class=H>iPhone</span><span class=H>15</span>Pro苹果<span class=H>15</span>Promax手机<span class=H>iPhone</span><span class=H>15</span>plus全网通,771697686233,0,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
酷烁手机企业店,10999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>,771373624234,400,上海,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
京品SMART,5680.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 6.7英寸 全网通5G 国行正品,740920777365,2,广东 深圳,0,1,1,0,1,A16 仿生芯片,4800,20,,1,4800
利基通讯,4630.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 美行正版 无锁5G毫米波手机 全新正品 现货,750427160316,6,广东 珠海,0,1,0,1,0,A16 仿生芯片,4800,20,,1,4800
酷客甄选,5999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 手机 支持移动联通电信5G双卡双待新品手机,770693093818,1,浙江 杭州,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
仙童数码,6749.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro全网通5G手机原装国行正品,771908537425,600,江苏 南京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
三晋四方,14999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 2023新款苹果<span class=H>15</span>plus手机6.7英寸,773945370196,0,北京,0,0,1,0,0,A16 仿生芯片,4800,22,,1,4800
晨皓数码,6278.0,Apple/苹果 iPhone 15 Pro 官方正品全网通5G手机已激活苹果15Pro,760377124174,4,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
炫和科技,4680.0,当天发2023新款Apple/苹果 iPhone 15国行5G原封正品手机苹果15,738719420129,36,陕西 西安,1,1,1,0,1,A16 仿生芯片,4800,20,,1,4800
壹品良机旗舰店,5719.0,下单立减苹果iPhone 15 Plus 手机旗舰店正品,739129591739,7,上海,1,1,1,0,0,A16 仿生芯片,4800,0,6.7,1,4800
七分钟数码,5888.0,正品现货Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus5G苹果<span class=H>15</span>ProMax全网通 <span class=H>15</span>手机,775439751087,0,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
天使皇冠,6199.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 支持移动联通电信5G 双卡双待手机,772441011337,100,浙江 杭州,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
七分钟数码,6398.0,现货Apple/苹果 <span class=H>iPhone</span><span class=H>15</span>Pro正品5G苹果<span class=H>15</span>ProMax全网通<span class=H>15</span>plus手机,770271385668,0,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
佰亿甄选,9999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>,765575852403,100,北京,0,0,1,0,0,A16 仿生芯片,4800,10,,1,4800
两只大熊猫数码,3610.0,【苹果<span class=H>15</span>】【6.1寸优先发货】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 手机全新5G,767906318297,42,广东 深圳,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
仁勋科技,6999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus全网通5G手机原装国行,774718655172,97,江苏 南京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
鼎诺数码科技,6999.0,新品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 国行正品全网通5G手机旗舰苹果<span class=H>15</span>手机,739421890744,4,河南 郑州,1,1,1,0,0,A16 仿生芯片,4800,40,,1,4800
润森数码旗舰店,7499.0,【新品上市 国行正品】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 支持移动联通电信5G 双卡双待手机 官网版本 官方正品,736992839410,2,广东 深圳,1,1,1,0,0,A16 仿生芯片,4800,0,6.1,1,4800
九佳正品(Apple放心店,6600.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 全网通5G手机全新原封国行正品原装pro,739859533420,3,山东 济南,1,1,1,0,0,A17 Pro 芯片,4800,20,,1,4800
济南精诚数码,4659.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行全新原封苹果<span class=H>15</span>双卡5G 未激活全国联保,739146740022,21,山东 济南,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
领域数码通讯,5538.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 2023新款苹果<span class=H>15</span>plus手机6.7英寸,738984401622,18,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
果粉 Store,6900.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 国行<span class=H>15</span>ProMax新款<span class=H>15</span>pro十五5G双卡手机,740516793328,20,广东 深圳,1,1,1,1,1,A17 Pro 芯片,4800,30,,1,4800
炫和科技,5520.0,2023新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus国行正品5G手机原封<span class=H>iphone</span><span class=H>15</span>,739009594584,3,陕西 西安,1,1,1,0,1,A16 仿生芯片,4800,20,,1,4800
武汉洋帆科技,5549.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 5G手机 6.7英寸双卡双待国行正品现货,739933888213,1,湖北 武汉,0,1,1,0,1,A16 仿生芯片,4800,20,,1,4800
昊天通讯数码,3739.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 新款2023苹果<span class=H>15</span> PLUS原封国行5G手机,739835403720,5,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
淘宝珍库3C数码馆,4688.0,【tvb识货专属】准新品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全网通正品现货速发,774998207145,9,浙江 杭州,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
盈利数码通,7500.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 国行<span class=H>15</span>ProMax苹果十五新款5G双卡手机,770984830845,0,广东 深圳,1,1,1,0,0,A16 仿生芯片,4800,30,,1,4800
果壹数码,8499.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro,755189193727,2000,上海,0,0,0,0,0,A17 Pro 芯片,4800,20,,1,4800
仁勋科技,5999.0,【全国联保】Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全网通5G手机原装国行正品,774506537269,300,江苏 南京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
杭州朗朗数码苹果实体,4710.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 新品5G手机全新原装新品现货已到当天发货,739723064397,24,浙江 杭州,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
合肥天地通讯商城实体店,4685.0,现货 2023款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行正品苹果旗舰5G双卡手机,739903982004,5,安徽 合肥,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
九佳正品(Apple放心店,8389.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 全网通5G手机全新国行原装正品max,739846437690,9,山东 济南,1,1,1,0,0,A17 Pro 芯片,4800,20,,1,4800
厦门随心数码,4720.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 苹果<span class=H>15</span>Plus 5G全新国行手机厦门现货可分期,740164504139,6,福建 厦门,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
盈利数码通,5948.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 国行<span class=H>15</span>ProMax苹果十五新款双卡5G手机,742467696315,8,广东 深圳,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
尽元科技,5999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>,742113244217,10,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
有机汇智能企业店,8689.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 5G全网通双卡双待全新苹果手机,743513872056,200,广东 深圳,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
冰冰数码通讯,5200.0,新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus国行正品苹果<span class=H>15</span>plus手机全网通5G,740009017171,1,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
果粉 Store,8700.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 国行十五双卡5G新款<span class=H>15</span>pro max手机,740733591084,2,广东 深圳,1,1,1,1,1,A17 Pro 芯片,4800,30,,1,4800
珍库数码分销店,4688.0,【tvb识货专属】准新品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全网通正品现货速发,775093766437,9,广东 深圳,0,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
百循优品,3599.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>全新原装正品海外版卡贴机现货速发顺丰包邮,766588465842,0,广东 深圳,0,1,1,0,0,A16 仿生芯片,4800,22,,1,4800
苏宁易购官方旗舰店,5999.0,Apple/苹果 <span class=H>iPhone</span><span class=H>15</span> 官方旗舰5G新品手机移动联通电信全网通,750624195670,1,安徽 滁州,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
上海讯杰数码,4499.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus苹果手机新款<span class=H>15</span>国行<span class=H>iphone</span><span class=H>15</span>plus手机,742793692596,9,上海,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
华夏星数码科技网购店,4909.0,2023最新款 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 6.1英寸 5G手机 256G 国行正品,738921546116,2,上海,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
微蜂数码,6398.0,Apple/苹果 <span class=H>iPhone</span><span class=H>15</span> Pro Max旗舰苹果<span class=H>15</span>ProMax正品5G全网通手机,773279489162,22,广东 深圳,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
iPhone严选,7000.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>官方国行原装正品旗舰全网通双卡手机官网5G,771721403957,7,广东 深圳,0,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
超越数码店,4670.0,【成都一小时达】Apple/苹果<span class=H>iPhone</span><span class=H>15</span> <span class=H>15</span>plus原装国行原封5G手机,739544987417,10,四川 成都,1,0,0,0,0,A16 仿生芯片,4800,20,,1,4800
小五数码,8430.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max官方正品5G手机国行全网通2023新品,769818707038,4,北京,0,1,1,0,0,A17 Pro 芯片,4800,20,,1,4800
淘宝珍库3C数码馆,4678.0,准新品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 全网通 国行正品 现货速发,772155240016,1,浙江 杭州,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
花海手机通讯店,8499.0,[<span class=H>15</span> Pro]Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 高刷屏全网通2023新品5G手机,742816998436,800,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
果壹数码,7999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus,761711047797,0,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
苏宁易购直营企业店,4759.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 5G新品全新国行正品苏宁易购,762001716387,12,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
A晓阳通讯,5485.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus正品全新国行原封现货速发5G旗舰手机,739004714336,22,天津,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
168通讯商贸,8320.0,郑州送货Apple/苹果<span class=H>iPhone</span><span class=H>15</span>ProMax原色钛金属正品全新国行手机,740033624593,10,河南 郑州,1,0,1,0,0,A17 Pro 芯片,4800,35,,1,4800
浙江苹果源销售服务中心,5498.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 6.7寸正品5G手机 国行原封 现货即发,739847999350,11,浙江 杭州,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
金运通讯,4689.0,23新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>旗舰手机5G官方正品手机苹果国行双卡,738815077860,3,北京,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
名品数码诚信的店铺,4668.0,新品Apple/苹果 iPhone 15 国行正品旗舰手机苹果15 全网通,740103665606,5,北京,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
炫和科技,4690.0,当天发2023新款Apple/苹果 iPhone 15国行5G原封正品手机苹果15,738719420129,36,陕西 西安,1,1,1,0,1,A16 仿生芯片,4800,20,,1,4800
壹品良机旗舰店,6899.0,下单立减苹果iPhone 15 Plus 手机旗舰店正品,739129591739,7,上海,1,1,1,0,0,A16 仿生芯片,4800,0,6.7,1,4800
果壹数码,8499.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro,755241690206,2000,上海,0,0,0,0,0,A17 Pro 芯片,4800,20,,1,4800
汇电科技,5399.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 新品5G手机全新原装正品全网通国行,768875556269,12,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
九佳正品(Apple放心店,4729.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 全网通5G手机全新原封国行正品原装<span class=H>iphone</span>,739683668238,8,山东 济南,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
赛信数码,6228.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro 正品手机 5G 全网通 苹果 <span class=H>15</span> Pro Max,772684651028,26,广东 深圳,0,1,1,0,0,A17 Pro 芯片,4800,20,,1,4800
启航数码007,3800.0,2023年新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 6.7寸全新原装国行全网5G,744432358385,3,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
Blue蓝蓝数码,5469.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus 6.7寸国行双卡5G手机 苹果<span class=H>15</span>Plus,739347532953,4,四川 成都,0,1,1,0,1,A16 仿生芯片,4800,20,,1,4800
东方智选数码,6999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus,768509617199,24,江苏 南京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
鸿茂数码店,9999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max 国行正品 全网通5G 双卡双待,765700847720,400,北京,0,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
新耀严选,4679.0,准新品 Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 全网通 国行正品 现货速发,773442425956,0,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
例米数码,4912.0,新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>苹果<span class=H>15</span>手机原封官方正品<span class=H>iPhone</span><span class=H>15</span>现货,740021635242,2,北京,0,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
乐购通信科技,4648.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>手机旗舰5G全网通苹果<span class=H>15</span>官方正品国行全新,739653489511,25,四川 成都,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
银河通讯行,4979.0,Apple/苹果 <span class=H>iPhone</span><span class=H>15</span>全网通苹果<span class=H>15</span>pro国行正品<span class=H>iPhone</span><span class=H>15</span>ProMax手机,772878268874,20,广东 深圳,0,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
小朵数码店,4520.0,2023款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 国行正品苹果<span class=H>15</span>plus旗舰5G手机,745254310733,6,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
亿豪电子科技,4670.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>国行正品苹果<span class=H>15</span>旗舰5G手机,771404080520,4,山东 济南,0,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
年月数码,6499.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Plus,745962550400,64,北京,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
鲁信数码手机店,4668.0,2023新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>旗舰5G手机官网国行正品苹果<span class=H>15</span>Pro,738994761296,6,河南 郑州,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
诺悦通讯,4698.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 新品苹果<span class=H>iPhone</span><span class=H>15</span>国行正品原封手机,737274536939,9,江苏 南京,1,1,1,0,0,A16 仿生芯片,4800,30,,1,4800
和鑫通讯数码,6450.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> Pro Max国行苹果<span class=H>15</span>手机5G正品苹果<span class=H>15</span>promax,745189207944,8,广东 深圳,1,0,1,0,0,A17 Pro 芯片,4800,20,,1,4800
一楼土木人创业店,3600.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span>  5G手机  6.1寸 正品 国行原封苹果<span class=H>15</span>,740385999919,4,湖北 武汉,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
小俊数码 十年老店 服务赢得信赖,4780.0,2023新款Apple/苹果 <span class=H>iPhone</span> <span class=H>15</span> 苹果手机 6.1寸手机IP<span class=H>15</span> 正品国行,739371841178,1,广东 深圳,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
