shopTitle,price,title,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel
金义数码,1920.0,Apple/苹果 <span class=H>iPhone</span> 12手机国行双卡5G送快充耳机现货速发12Promax,742985519445,13,广东 深圳,0,0,1,0,0,A14,1200,20,,1,1200
上海讯杰数码,4599.0,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max手机苹果13promax国行苹果13pro,732894088987,9,上海,1,0,1,0,0,A15,1200,20,,1,1200
AppIe全球购,2180.0,Apple/苹果 <span class=H>iPhone</span> 12 双卡双待5G全网通 <span class=H>iphone</span>苹果12promax手机,722061921004,8,广东 深圳,0,0,1,0,0,A14,1200,20,,1,1200
禾风数码,1117.0,Apple/苹果 <span class=H>iPhone</span> XR全网通苹果xr手机<span class=H>iPhone</span>XS分期免息现货速发,733389038298,89,广东 广州,0,1,1,0,0,A12,1200,20,,1,1200
怡和科技,1318.6,Apple/苹果 <span class=H>iPhone</span> 11 苹果11手机全网通手机国行双卡4G 分期免息,776322889164,24,广东 深圳,0,1,1,0,0,A13,1200,20,,1,1200
千禧数码商城,3088.0,Apple/苹果13ProMax苹果13Pao <span class=H>iPhone</span>13国行双卡全网通智能手机,771480163709,88,广东 广州,0,1,1,0,0,A15,1200,20,,1,1200
星辉优选数码,2950.0,Apple/苹果 <span class=H>iPhone</span> 12 Pro Max苹果12proMax国行双卡全网通5G手机,771766357397,31,广东 深圳,0,1,1,0,0,A14,1200,20,,1,1200
芯芯卓越数码专营店,2498.0,【1年换新】Apple/苹果 <span class=H>iPhone</span> 12Pro Max国行5G苹果12Pro 双卡双待苹果12正品手机,775999724552,13,广东 深圳,0,1,1,0,0,A14,,0,6.7,1,0
一休数码 13年老店,2758.0,Apple/苹果 <span class=H>iPhone</span> 12 Pro 6.1寸国行双卡全网5G高刷屏全面屏手机,731663600811,35,江苏 南京,0,1,1,0,1,A14,1200,20,,1,1200
壹品良机旗舰店,5719.0,下单立减苹果iPhone 15 Plus 手机旗舰店正品,739129591739,7,上海,1,1,1,0,0,A16 仿生芯片,4800,0,6.7,1,4800
易购通讯数码城,1917.1,Apple/苹果 iPhone 12 原装国行正品苹果12手机双卡全网通5G,751165322565,84,广东 深圳,1,1,1,0,0,A14,1200,20,,1,1200
乐祺数码 iPhone特惠店,3048.0,分期免息Apple/苹果iPhone13国行全网通5G双卡苹果手机13现货,735020351274,29,广东 广州,0,1,1,0,1,A15,1200,20,,1,1200
臻品优品数码,2580.0,Apple/苹果 <span class=H>iPhone</span> 12  双卡双待 5G全网通 国行正品,775536685689,17,广东 深圳,0,1,1,0,0,A14,1200,20,,1,1200
水果科技iPhone店,2100.0,Apple/苹果 <span class=H>iPhone</span> 12 Pro Max国行双卡全网5G手机 苹果12pro max,741464981310,23,广东 广州,1,1,1,0,0,A14,1200,20,,1,1200
浙江苹果源销售服务中心,3689.0,Apple/苹果 <span class=H>iPhone</span> 13 新款2021年原封未激活国行三网通 现货即发,655805002009,34,浙江 杭州,0,0,1,0,0,A15,1200,20,,1,1200
果粉 Store,4856.0,Apple/苹果 <span class=H>iPhone</span> 14 国行14ProMax新款14Plus苹果14pro十四手机,703007963853,12,广东 深圳,1,1,1,1,1,A15 仿生芯片,1200,20,,1,1200
德元数码,4300.0,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax新款全网通5G手机正品,775041938223,100,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
星辉优选数码,2938.0,Apple/苹果 <span class=H>iPhone</span> 13 苹果13 原装正品国行双卡全网通苹果5G手机,774383974428,5,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
宇航数码,1499.0,Apple/苹果 <span class=H>iPhone</span> 11国行正品原装双卡双待全网通苹果11手机4G,765988232747,7,广东 深圳,0,1,1,0,0,A13,1200,20,,1,1200
中国联通官方旗舰店,5849.0,【联通官方】Apple/苹果 <span class=H>iPhone</span> 15 Plus手机官方旗舰店官网授权全新国行正品,739045555332,6,北京,1,0,1,0,0,A16 仿生芯片,4800,0,6.7,1,4800
中国移动官方旗舰店,5879.0,【移动用户专享】中国移动官旗Apple/苹果 <span class=H>iPhone</span> 15 Plus 全网通2023新品5G 双卡双待手机国行,738911502282,10,浙江 杭州,1,1,1,0,0,A16 仿生芯片,4800,0,6.7,1,4800
苏宁易购官方旗舰店,4649.0,Apple/苹果 <span class=H>iPhone</span> 14 移动联通电信5G手机,755687841301,11,北京,1,0,1,0,0,A15 仿生芯片,1200,0,6.1,1,1200
苏宁易购直营企业店,8788.0,Apple/苹果 <span class=H>iPhone</span> 15 Pro Max 5G手机国行正品原装未拆封,751039465726,7,北京,0,0,1,0,0,A17 Pro 芯片,4800,15,,1,4800
炫和科技,3770.0,速发Apple/苹果 <span class=H>iPhone</span> 13 国行5G正品手机原封<span class=H>iPhone</span>13手机13,655462772275,3,陕西 西安,1,1,1,0,1,A15,1200,20,,1,1200
盛远数码臻选,3469.0,Apple/苹果 <span class=H>iPhone</span> 14国行双卡5G全网通手机 苹果14 <span class=H>iphone</span>14Plus,773992230126,48,广东 深圳,0,1,1,0,0,A15 仿生芯片,1200,20,,1,1200
华商通讯,5750.0,Apple/苹果 <span class=H>iPhone</span> 14 Pro苹果14pro手机<span class=H>iphone</span>14 pro国行双卡5G,735944176474,17,广东 广州,1,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
苏宁易购官方旗舰店,6199.0,【现货速发】Apple/苹果 <span class=H>iPhone</span> 15  Plus 移动联通全网通手机,627620652407,2,江苏 南京,1,0,1,0,0,A16 仿生芯片,4800,0,6.7,1,4800
润森数码旗舰店,4499.0,【顺丰速发 全国联保】Apple/苹果 <span class=H>iPhone</span> 14 5G智能手机2022款支持移动联通官网国行方正品旗舰Pro店Max,682953272770,3,广东 深圳,1,1,1,0,0,A15 仿生芯片,1200,0,6.1,1,1200
成都远航数码通讯,3958.0,新品Apple/苹果 <span class=H>iPhone</span> 14苹果14旗舰正品plus国行5G智能手机原装,683470953769,6,四川 成都,0,0,1,0,0,A15 仿生芯片,1200,20,,1,1200
华恒科技数码,1799.0,现货速发Apple/苹果 <span class=H>iPhone</span> 12  原装国行双卡苹果12手机全网通5G,751830968881,4,广东 深圳,0,1,1,0,0,A14,1200,20,,1,1200
凡人数码通讯,3749.0,Apple/苹果 <span class=H>iPhone</span> 13手机苹果13国行5G正品原封全网通全新未激活,685599685833,10,江苏 南京,1,0,1,0,0,A15,1200,20,,1,1200
腾远数码,4378.0,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max 正品全网通5G苹果13ProMax手机,768069344098,21,广东 深圳,1,1,1,0,1,A15,1200,20,,1,1200
华恒科技数码,1499.0,Apple/苹果 <span class=H>iPhone</span> 11原装国行正品全网通双卡4G苹果11手机,751073714886,68,广东 深圳,0,1,1,0,0,A13,1200,20,,1,1200
小兔数码科技,3720.0,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax全网通5G手机分期免息,766808295964,600,上海,0,0,1,0,0,A15,1200,20,,1,1200
喜聚堂数码店,2995.0,Apple/苹果 <span class=H>iPhone</span> 13原装正品苹果13国行机双卡双待全网通5G手机,772824159607,4,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
盛远数码臻选,2598.0,Apple/苹果 <span class=H>iPhone</span> 13国行正品双卡苹果13全网通<span class=H>iphone</span>13mini手机,776312409399,14,广东 深圳,0,1,1,0,0,A15,4800,20,,1,4800
兰西雅数码,2659.0,Apple/苹果 <span class=H>iPhone</span> 14手机苹果14手机<span class=H>iPhone</span>14Plus手机全网通5G,753318103881,14,广东 深圳,1,1,1,0,0,A15 仿生芯片,1200,20,,1,1200
西游二师兄数码通讯店,89.0,Apple/苹果 <span class=H>iPhone</span> SE苹果<span class=H>iPhone</span>5s备用机学生上网课可刷机可还原,743653384555,2000,广东 汕尾,0,1,1,0,1,A13,1200,10,,1,1200
松果数码,1268.0,Apple/苹果 <span class=H>iPhone</span> 11 无锁双卡国行原装正品 苹果全面屏手机,744371506600,65,广东 深圳,0,1,1,0,0,A13,1200,20,,1,1200
盛创数码,3568.0,Apple/苹果 <span class=H>iPhone</span> 14 国行正品苹果14全网通5G <span class=H>iphone</span>14plus手机,775970769598,25,广东 深圳,0,1,1,0,0,A15 仿生芯片,1200,20,,1,1200
卡妮新机,2488.0,Apple/苹果 <span class=H>iPhone</span> 14 新款 苹果14 原装 正品 现货发出 顺丰包邮,712795255129,24,上海,1,1,1,1,1,A15 仿生芯片,1200,20,,1,1200
慕卿数码,3450.0,Apple/苹果 <span class=H>iPhone</span> 13国行正品全网通5G双卡双待苹果手机顺丰现货,758813079108,18,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
至尊果粉专享店,2058.0,Apple/苹果 <span class=H>iPhone</span> SE (第三代国行5G全网通单卡se3手机原装正品,773420558119,32,广东 广州,0,0,1,0,0,A15,1200,18,,1,1200
iPhone 在线商店,3329.0,Apple/苹果 <span class=H>iPhone</span> 14 国行正品5G全网通原装苹果14手机双卡双待,727551138028,3,广东 深圳,1,1,1,0,1,A15 仿生芯片,1200,20,,1,1200
iPhone云选专区,3450.0,Apple/苹果 <span class=H>iPhone</span> 14 国行正品双卡5G 6.1寸苹果14手机原装正品,687414068522,2,广东 深圳,1,1,1,0,1,A15 仿生芯片,1200,20,,1,1200
鹏云数码通讯,1999.0,Apple/苹果 <span class=H>iPhone</span> 12 Pro Max分期免息原装正品国行5G双卡现货速,755252924102,6,广东 深圳,1,1,1,0,0,A14,1200,20,,1,1200
果粉通讯城,2049.0,Apple/苹果 <span class=H>iPhone</span> 12苹果12Promax国行双卡苹果5G手机全网通现货,765248883231,35,重庆,0,1,1,0,0,A14,1200,20,,1,1200
鹏云数码通讯,2999.0,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax 13 pro 手机国行正品,755272589755,5,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
倍倍数码科技,2350.0,Apple/苹果 <span class=H>iPhone</span> 11 Pro Max双卡全网通苹果11pro手机分期免息,749268019017,33,上海,0,1,1,0,0,A13,1200,18,,1,1200
向阳数码通信888,650.0,Apple/苹果 <span class=H>iPhone</span> 8 Plus苹果8p原装正品全网通4G手机二.手备用,774319998862,200,广东 深圳,0,0,1,0,0,A13,1200,10,,1,1200
天诺数码 十年老店,4329.0,Apple/苹果 <span class=H>iPhone</span>15pro国行正品<span class=H>iPhone</span>15ProMax全网通苹果15手机,772906875622,23,广东 深圳,0,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
领域数码通讯,5538.0,Apple/苹果 <span class=H>iPhone</span> 15 Plus 2023新款苹果15plus手机6.7英寸,738984401622,18,广东 深圳,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
科新一品数码,1946.0,Apple/苹果 <span class=H>iPhone</span> 12国行原装正品双卡双待全网通5G游戏手机,772346159113,54,广东 深圳,0,1,1,0,0,A14,1200,20,,1,1200
品阁数码,2748.0,Apple/苹果 <span class=H>iPhone</span> 13 mini全网通5G原装正品13迷你智能手机国行,772975251298,21,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
鑫龙电通,3700.0,花呗分期Apple/苹果 <span class=H>iPhone</span> 13双卡5G手机苹果13绿色原封正,656683619135,3,河南 郑州,1,0,1,0,0,A15,1200,20,,1,1200
苏州爱疯店,6630.0,Apple/苹果 <span class=H>iPhone</span> 15 Pro 全新原封国行15pro 手机 无锡苏州闪送,757520196030,14,江苏 苏州,0,1,1,0,0,A17 Pro 芯片,4800,20,,1,4800
Siri App Store优品,2000.0,Apple/苹果 <span class=H>iPhone</span>11 全网通苹果11国行双卡全面屏<span class=H>iphone</span>11手机,773079991291,2,香港 九龙,0,1,1,0,0,A13,1200,18,,1,1200
壹品良机旗舰店,5719.0,下单立减苹果iPhone 15 Plus 手机旗舰店正品,739129591739,7,上海,1,1,1,0,0,A16 仿生芯片,4800,0,6.7,1,4800
易购通讯数码城,1917.1,Apple/苹果 iPhone 12 原装国行正品苹果12手机双卡全网通5G,751165322565,84,广东 深圳,1,1,1,0,0,A14,1200,20,,1,1200
乐祺数码 iPhone特惠店,3048.0,分期免息Apple/苹果iPhone13国行全网通5G双卡苹果手机13现货,735020351274,29,广东 广州,0,1,1,0,1,A15,1200,20,,1,1200
小兔数码科技,2620.0,Apple/苹果 <span class=H>iPhone</span> 13 苹果13Promax全网通双卡5G手机,775752809300,36,江西 赣州,0,0,1,0,0,A15,1200,20,,1,1200
森德数码,3550.0,Apple/苹果 <span class=H>iPhone</span> 14  双卡双待 苹果14 全网通5G 现货 可分期,774588568992,31,广东 深圳,0,0,1,0,0,A15 仿生芯片,1200,20,,1,1200
鹏云数码通讯,2999.0,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max苹果13promax 13 pro 手机国行正品,737956395213,10,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
弘茗通讯,2899.0,Apple/苹果 <span class=H>iPhone</span> 13 苹果13 Pro Max 国行正品双卡5G全网通手机,776471327997,42,广东 深圳,0,1,1,0,0,A15 仿生芯片,1200,20,,1,1200
iPhone严选,3555.0,现货Apple/苹果 <span class=H>iPhone</span> 14官方正品国行双卡14plus全网通官网手机,776204900471,8,广东 深圳,0,1,1,0,0,A15 仿生芯片,1200,20,,1,1200
易购通讯数码城,3048.0,Apple/苹果13 pro国行手机现货13promax双卡双待5G全网通分期免息,753427796883,2,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
盼旺数码,3599.0,Apple/苹果 <span class=H>iPhone</span> 14移动联通电信全网通5G国行正品智能新款手机,769594995665,22,广东 深圳,0,1,1,0,0,A15 仿生芯片,1200,20,,1,1200
AppIe全球购,2180.0,国行正品Apple/苹果 <span class=H>iPhone</span> 12双卡双待5G苹果13手机全新<span class=H>iphone</span>12,754233407144,10,广东 深圳,0,0,1,0,0,A14,1200,20,,1,1200
水果科技iPhone店,1830.0,【分期免息】Apple/苹果 <span class=H>iPhone</span> 11 苹果11ProMax国行手机 苹果11,741624012331,13,广东 广州,1,1,1,0,0,A13,1200,20,,1,1200
佳欣数码通讯,8799.0,新款Apple/苹果 <span class=H>iPhone</span> 15 Pro Max手机旗舰官方官网正品15Promax,735594183149,1,广东 深圳,1,1,1,0,0,A17 Pro 芯片,4800,20,,1,4800
仰望数码店,2988.0,Apple/苹果 <span class=H>iPhone</span> 13苹果13promax全网通双卡5G手机<span class=H>iPhone</span>13pro,770521418364,9,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
iPhone严选,4435.0,Apple/苹果 <span class=H>iPhone</span> 15官方国行原装正品旗舰全网通双卡手机官网5G,771721403957,7,广东 深圳,0,1,1,0,0,A16 仿生芯片,4800,20,,1,4800
苏宁易购官方旗舰店,5389.0,【24期免息 顺丰包邮】Apple/苹果 <span class=H>iPhone</span>15 5G新品全网通手机国行正品苏宁官方旗舰,760648285972,6,北京,1,0,1,0,0,A16 仿生芯片,4800,0,6.1,1,4800
杭州朗朗数码苹果实体,4710.0,Apple/苹果 <span class=H>iPhone</span> 15 新品5G手机全新原装新品现货已到当天发货,739723064397,24,浙江 杭州,1,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
中国移动手机官方旗舰店,8999.0,【以旧换新低至8599元起】 Apple/苹果 <span class=H>iPhone</span> 15 Pro Max 全网通5G手机全新原装正品国行移动官方旗舰店,738964098169,4,广东 东莞,1,1,1,0,0,A17 Pro 芯片,4800,0,6.7,1,4800
新星优品通讯,4878.0,Apple/苹果 <span class=H>iPhone</span> 14 Pro 正品苹果14 ProMax双卡5G新款手机现货,775776751086,15,浙江 温州,0,0,1,0,0,A16 仿生芯片,4800,20,,1,4800
大V博士数码科技,3070.0,分期免息/Apple/苹果 <span class=H>iPhone</span> 14双卡5G14Pro Max现货手机,774946399943,53,广东 深圳,0,0,1,0,0,A15 仿生芯片,1200,20,,1,1200
和悦数码店,2999.0,Apple/苹果 <span class=H>iPhone</span> 13苹果国行正品双卡5G全网通现货苹果手机分期,772016848067,16,上海,0,0,1,0,0,A15,1200,20,,1,1200
鼎诺数码科技,5459.0,新品现货 Apple/苹果 <span class=H>iPhone</span> 15 Plus国行5G苹果15plus全网通手机,739554475374,3,河南 郑州,1,1,1,0,0,A16 仿生芯片,4800,40,,1,4800
新竹数码店,1600.0,Apple/苹果 <span class=H>iPhone</span> 12 Pro Max正品12国行双卡5G手机全网通14分期,775792844461,53,广东 深圳,0,1,1,0,0,A14,1200,20,,1,1200
龙华通讯,4059.0,Apple/苹果 <span class=H>iPhone</span> 13 支持5G 双卡双待 苹果手机 全新未激活,759019190690,54,广东 深圳,0,0,0,0,0,A15,1200,20,,1,1200
蓝天科技 诚信店,2027.0,Apple/苹果 <span class=H>iPhone</span> 12国行双卡现货5G全网通手机苹果12,743453362052,14,广东 深圳,0,1,1,0,0,A14,1200,20,,1,1200
慕卿数码,4750.0,Apple/苹果 <span class=H>iPhone</span> 13 Pro Max国行正品双卡5G全网通手机顺丰现货,759125518251,27,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
金义数码,3600.0,Apple/苹果 <span class=H>iPhone</span> 14全网通5G14plus手机原装国行正品14 ProMax,749187898634,17,广东 深圳,0,0,1,0,0,A15 仿生芯片,1200,20,,1,1200
成都科技前沿通讯,3965.0,现货新款Apple/苹果 <span class=H>iPhone</span> 14国行原封苹果手机官网正品14Plus,684455999076,20,四川 成都,0,0,1,0,1,A15 仿生芯片,1200,20,,1,1200
武汉钓鱼数码,3750.0,Apple/苹果 <span class=H>iPhone</span> 14 Plus  双卡双待5G手机 6.7 英寸 14普拉斯,707884064214,29,湖北 武汉,0,0,1,0,0,A15 仿生芯片,1200,20,,1,1200
鹏云数码通讯,1999.0,Apple/苹果 <span class=H>iPhone</span> 12 Pro Max分期免息原装正品国行5G双卡现货速,742619768771,10,广东 深圳,1,1,1,0,0,A14,1200,20,,1,1200
超凡数码 十年老店,4100.0,Apple/苹果 <span class=H>iPhone</span>13ProMax苹果13pro全网通5G手机分期免息,765037097498,35,广东 揭阳,0,1,1,0,0,A15,1200,20,,1,1200
一博数码店,1270.0,分期免息Apple/苹果 <span class=H>iPhone</span> 11 苹果11 正品全网通4G手机支持双卡,730902441333,52,上海,0,1,1,0,0,A13,1200,20,,1,1200
AppIe全球购,3230.0,Apple/苹果 <span class=H>iPhone</span> 12 Pro Max全网通5G双卡双待苹果12promax手机,754172178743,45,广东 深圳,0,0,1,0,0,A14,1200,18,,1,1200
接地数码,1358.0,【分期免息】Apple/苹果 <span class=H>iPhone</span> SE (第二代,748247635891,47,广东 深圳,1,0,1,1,0,A13,1200,20,,1,1200
武汉老石,4289.0,代购Apple/苹果 <span class=H>iPhone</span> 15 Pro新款正品国行5G全网通手机分期,743793299009,7,广东 深圳,0,1,1,0,0,A17 Pro 芯片,4800,20,,1,4800
爱芳数码 65期金牌卖家,2398.0,21款Apple/苹果 <span class=H>iPhone</span> 13 直降5G手机苹果13智能手机,670683656959,29,广东 深圳,1,0,1,0,0,A15,1200,20,,1,1200
武汉洋帆科技,8379.0,新款Apple/苹果 <span class=H>iPhone</span> 15 Pro Max旗舰手机 5G官方国行 全新正品,740073049688,9,湖北 武汉,0,1,1,0,1,A17 Pro 芯片,4800,20,,1,4800
