shopTitle,price,title,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel,model
新泰时尚,1600.0,Samsung/<span class=H>三星</span> Galaxy S21 5G SM-G9910国行双卡 S21+Ultra 曲屏,696377279747,624,广东 广州,0,1,1,0,0,高通骁龙888,1200+1200+6400,25,,3,6400,Samsung S24
欢欢手机专家,2200.0,Samsung/<span class=H>三星</span> Galaxy S21 Ultra 5G全网通曲面屏正品安卓智能手机,764192742829,612,广东 深圳,0,0,1,0,0,骁龙888,180000,25,,1,1800,Samsung S22
亿轩优品店,1338.0,Samsung/<span class=H>三星</span> Galaxy S21 5G SM-G9910 S21+Ultra 国行手机S20,672362372164,612,广东 深圳,0,1,1,0,0,高通骁龙888,1200+1200+6400,25,,3,6400,Samsung S22
苏宁易购官方旗舰店,1178.0,【晒单享10元红包】Huawei/华为nova9SE手机官方旗舰店智能新品4G手机nova9系列官方旗舰店正品华为手机,752267427243,588,北京,1,0,1,0,0,高通骁龙680,180000+800+200+200,66,,4,1800,Samsung S24
华粉 手机店,1428.0,Huawei/华为 P40 Pro全网通5G麒麟990芯片徕卡相机曲面屏准新手机,767305623643,576,广东 深圳,0,1,1,0,0,麒麟990 5G,5000,40,,1,5000,Samsung S24
三星官翻机授权企业店,2549.0,【演示机】<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip4 SM-F7210时尚折叠手机,742383722981,576,广东 广州,0,1,1,0,1,骁龙8Gen1Plus,1200+1200,25,,2,1200,Samsung z
牛牛数码城,2100.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip4 SM-F7210 折叠屏 <span class=H>z</span>flip4 W22 W23,721319831794,576,山东 威海,0,1,1,0,0,骁龙8Gen1Plus,1200+1200,25,,2,1200,Samsung z
郑州久久通讯,7994.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span> Ultra SM-S9180 <span class=H>S23</span> <span class=H>S23</span>+双卡双待国行,768636608762,564,河南 郑州,0,0,1,0,0,第二代骁龙8移动平台（for Galaxy）,20000+1200+31000+101000,45,,4,101000,Samsung S23
兔兔数码通讯,3778.0,现货Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span>+ SM-S9160新品<span class=H>三星</span><span class=H>s23</span>+ 国行5G手机,702883787201,564,广东 深圳,1,0,1,0,1,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,45,,3,31000,Samsung S23
迈微数码,2100.0,Samsung/<span class=H>三星</span> Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S24
迈微数码,2100.0,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung z
迈微数码,2100.0,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung z
迈微数码,2100.0,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung z
迈微数码,2100.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S22</span> 5G SM-S9010 国行<span class=H>S22</span>+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S22
迈微数码,2100.0,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S22
迈微数码,2100.0,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S22
迈微数码,2100.0,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S22
迈微数码,2100.0,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,552,上海,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S22
壹号手机通讯,2040.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S22</span> 5G SM-S9010国行<span class=H>S22</span>+双卡全网通5G手机,730018611227,528,广东 深圳,0,1,1,0,1,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S22
B站格里芬,2030.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S22</span> 5G SM-S9010<span class=H>S22</span>+ 5G手机国行<span class=H>s22</span>u曲屏,672652205618,516,广东 深圳,0,1,1,0,0,骁龙8移动平台,1000,25,,1,1000,Samsung S22
中国移动手机官方旗舰店,1479.0,【12+256G】荣耀X50 5G手机官方旗舰店新款智能千元学生游戏,729604385123,516,广东 广州,1,1,1,0,0,第一代骁龙6移动平台,180000175+20024,35,,2,1800,Samsung S24
星恒优品,3500.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip5 SM-F7310,755104269924,504,广东 深圳,0,1,1,0,0,高通Snapdragon® 8 Gen 2 for Galaxy  (4nm,1200+1200,25,,2,1200,Samsung z
新泰时尚,2060.0,Samsung/<span class=H>三星</span> Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,753589218622,480,广东 广州,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S24
经典数码商店,1448.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip3 5G SM-F7110折叠屏手机翻盖折叠款,745124238123,480,广东 深圳,0,0,1,0,0,高通骁龙 SDM888,1200,15,,1,1200,Samsung z
新泰时尚,2060.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S22</span> 5G SM-S9010 国行<span class=H>S22</span>+Ultra三网双卡5G,753589218622,480,广东 广州,0,1,1,0,0,高通 骁龙8 Gen1,1000,25,,1,1000,Samsung S22
蓝宇数码通讯,1299.0,Huawei/华为 畅享 70z 6000mAh长续航超清影像智能鸿蒙手机,772263713097,468,北京,0,0,1,0,0,,1300,22,,1,1300,Samsung S24
蓝宇数码通讯,1299.0,Huawei/华为 畅享 70z 6000mAh长续航超清影像智能鸿蒙手机,772263713097,468,北京,0,0,1,0,0,,1300,22,,1,1300,Samsung S22
OPPO手机智宏正品店,4199.0,OnePlus/一加 12 手机 11 ace 2 pro 一加官方旗舰店官网 一加12,751474520213,456,广东 深圳,1,1,1,0,1,第三代骁龙®8移动平台,5000+4800+6400,100,,3,6400,Samsung S22
佰亿甄选,19999.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span> Ultra SM-S9180,768461609305,456,北京,0,0,1,0,0,第二代骁龙8移动平台（for Galaxy）,20000+1200+31000+101000,45,,4,1010,Samsung S23
OPPO手机智宏正品店,4199.0,OnePlus/一加 12 手机 11 ace 2 pro 一加官方旗舰店官网 一加12,751474520213,456,广东 深圳,1,1,1,0,1,第三代骁龙®8移动平台,5000+4800+6400,100,,3,6400,Samsung S24
机御旗舰店,1118.0,24期分期 送碎屏宝】HONOR/荣耀X40 5G手机官方旗舰店新品智能X系列官网正品30荣耀安卓x40手机,684074383069,444,广东 深圳,1,1,1,0,1,骁龙695,5000+200,40,,2,5000,Samsung S22
果果数码手机商城,2029.0,iQOO Neo8 Pro 补贴活动价 全新官方正品直播美颜游戏手机,755540368106,444,湖北 武汉,0,0,1,0,0,天玑9200+,5000,120,,1,5000,Samsung S24
果果数码手机商城,2029.0,iQOO Neo8 Pro 补贴活动价 全新官方正品直播美颜游戏手机,755540368106,444,湖北 武汉,0,0,1,0,0,天玑9200+,5000,120,,1,5000,Samsung S22
逗逗通讯数码,4050.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S22</span> Ultra SM-S9080国行双卡 全网通5G 曲屏,753521939721,444,广东 深圳,0,1,1,0,0,骁龙8 移动平台,180000+1000+1200+1000,45,,4,1800,Samsung S22
澳门迅诚数码,1898.0,<span class=H>Samsung</span>/三星Galaxy A54手机5G海外国际版A55双卡全新正品现货A34,710803180127,432,广东 珠海,0,1,1,0,1,三星Exynos1380,5000+1200+500,25,,3,5000,Samsung z
郑州久久通讯,9694.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S24</span> Ultra SM-S9280旗舰5G手机,767658836752,432,河南 郑州,0,0,1,0,0,第三代骁龙8移动平台（for Galaxy）,20000+5000+1200+1000,45,,4,20000,Samsung S24
OPPO手机智宏正品店,3399.0,realme（手机） 真我GT5 Pro 真我手机官方旗舰店 tg5 真我gt5pro,751690438443,432,广东 深圳,1,1,1,0,1,第三代骁龙® 8移动平台,5000+800+5000,100,,3,5000,Samsung S24
经典数码商店,1999.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip4 SM-F7210折叠屏手机翻盖5G折叠新款,765647135756,396,广东 深圳,0,0,1,0,0,骁龙8Gen1Plus,1200+1200,25,,2,1200,Samsung z
金钊通讯,5386.0,秒发OPPO Find N3 Flip 小折叠屏oppofindn3flip正品拍照5G手机,736296410436,396,广东 深圳,1,1,1,0,1,天玑 9200,5000+4800+3200,44,,3,5000,Samsung S24
OPPO平实专卖店,1999.0,【24期免息】OPPO 一加 Ace 3V OnePlus一加ace2v手机新款上市oppo1加ace2v1+ace3pro新品一加手机官方旗舰店,704528628877,396,广东 广州,1,1,1,0,1,第三代骁龙®7+移动平台,5000+800,100,,2,5000,Samsung S24
B站格里芬,1480.0,Samsung/<span class=H>三星</span> Galaxy S21+ 5G SM-G9960国行<span class=H>S22</span> Ultra 双卡三网5g,648173787294,384,广东 深圳,0,1,1,0,0,高通骁龙888,1200,25,,1,1200,Samsung S22
炫和科技,1986.0,OnePlus/一加 Ace 2手机原装5G正品国行旗舰一加ace2电竞游戏手机,710626868917,384,陕西 西安,1,1,1,0,0,第一代骁龙®8+移动平台,5000+800+200,100,,3,5000,Samsung S22
久汇数码专营店,1749.0,新品享24期免息送豪礼realme真我12 Pro+ 5G旗舰新机官方正品手机真我新品6400万超光影潜望长焦真我11pro+,673569219003,372,广东 深圳,1,1,1,0,0,第二代骁龙7s,5000+800+6400,67,,3,6400,Samsung S22
迈微数码,3050.0,Samsung/三星 Galaxy S23 SM-S9110全网通5G国行S23+手机双卡正品,749581176698,372,上海,0,1,1,0,0,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,25,,3,31000,Samsung S23
迈微数码,3050.0,<span class=H>Samsung</span>/三星 Galaxy S23 SM-S9110全网通5G国行S23+手机双卡正品,749581176698,372,上海,0,1,1,0,0,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,25,,3,31000,Samsung z
迈微数码,3050.0,Samsung/三星 Galaxy S23 SM-S9110全网通5G国行S23+手机双卡正品,749581176698,372,上海,0,1,1,0,0,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,25,,3,31000,Samsung S23
久汇数码专营店,1749.0,新品享24期免息送豪礼realme真我12 Pro+ 5G旗舰新机官方正品手机真我新品6400万超光影潜望长焦真我11pro+,673569219003,372,广东 深圳,1,1,1,0,0,第二代骁龙7s,5000+800+6400,67,,3,6400,Samsung S24
迈微数码,3050.0,Samsung/三星 Galaxy S23 SM-S9110全网通5G国行S23+手机双卡正品,749581176698,372,上海,0,1,1,0,0,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,25,,3,31000,Samsung S23
迈微数码,3050.0,Samsung/三星 Galaxy S23 SM-S9110全网通5G国行S23+手机双卡正品,749581176698,372,上海,0,1,1,0,0,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,25,,3,31000,Samsung S23
迈微数码,3050.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span> SM-S9110全网通5G国行<span class=H>S23</span>+手机双卡正品,749581176698,372,上海,0,1,1,0,0,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,25,,3,31000,Samsung S23
星恒优品,1500.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip3 5G SM-F7110 5G全网通折叠翻盖手机,767131448500,360,广东 深圳,0,1,1,0,0,高通骁龙 SDM888,1200,15,,1,1200,Samsung z
高森数码手机,7999.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span> Ultra SM-S9180 双卡双待 内置书写笔,764992373932,360,河南 郑州,0,0,1,0,0,第二代骁龙8移动平台（for Galaxy）,20000+1200+31000+101000,45,,4,1010,Samsung S23
星恒优品,1500.0,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110 5G全网通折叠翻盖手机,767131448500,360,广东 深圳,0,1,1,0,0,高通骁龙 SDM888,1200,15,,1,1200,Samsung S22
喵速达电器官方旗舰店,5299.0,【阿里官方自营】<span class=H>三星</span> SAMSUNG Galaxy <span class=H>S23</span>旗舰新品5G智能手机全网通 8+512GB,700412416665,360,浙江 杭州,1,1,0,0,0,高通Snapdragon® 8 Gen 2 for Galaxy  (4nm,5000+1200+31000,25,,3,31000,Samsung S23
兴隆数码店,1849.0,新品上市MIUI/小米 Redmi K70E手机红米K70e手机小米k70官网,750766689272,348,广东 深圳,1,1,1,0,0,天玑8300-Ultra,6400+800+200,90,,3,6400,Samsung S24
迈微数码,1650.0,Samsung/三星 Galaxy S21+ 5G SM-G9960 S21 S21Ultra全新国行,708598575582,348,上海,0,1,1,0,1,高通骁龙888,6400,25,,1,6400,Samsung z
迈微数码,1650.0,Samsung/三星 Galaxy S21+ 5G SM-G9960 S21 S21Ultra全新国行,708598575582,348,上海,0,1,1,0,1,高通骁龙888,6400,25,,1,6400,Samsung z
迈微数码,1650.0,Samsung/三星 Galaxy S21+ 5G SM-G9960 S21 S21Ultra全新国行,708598575582,348,上海,0,1,1,0,1,高通骁龙888,6400,25,,1,6400,Samsung z
迈微数码,1650.0,Samsung/三星 Galaxy S21+ 5G SM-G9960 S21 S21Ultra全新国行,708598575582,348,上海,0,1,1,0,1,高通骁龙888,6400,25,,1,6400,Samsung z
迈微数码,1650.0,Samsung/三星 Galaxy S21+ 5G SM-G9960 S21 S21Ultra全新国行,708598575582,348,上海,0,1,1,0,1,高通骁龙888,6400,25,,1,6400,Samsung z
启航通讯数码,4928.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span> Ultra SM-S9180 s24 <span class=H>s23</span>ultra旗舰手机,766889305694,336,广东 深圳,0,0,1,0,0,第二代骁龙8移动平台（for Galaxy）,20000+1200+31000+101000,45,,4,1010,Samsung S23
聚星通讯企业店,7999.0,Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span> Ultra SM-S9180,765482195149,336,广东 深圳,0,1,1,0,0,第二代骁龙8移动平台（for Galaxy）,20000+1200+31000+101000,45,,4,1010,Samsung S23
一休数码 13年老店,3458.0,Apple/苹果 iPhone 14国行双卡5G 6.1寸严选优品零售手机南京发货,766690068800,336,江苏 南京,0,1,1,0,1,A15 仿生芯片,1200,20,,1,1200,Samsung S24
启航通讯数码,4928.0,Samsung/<span class=H>三星</span> Galaxy S23 Ultra SM-S9180 <span class=H>s24</span> s23ultra旗舰手机,766889305694,336,广东 深圳,0,0,1,0,0,第二代骁龙8移动平台（for Galaxy）,20000+1200+31000+101000,45,,4,1000,Samsung S24
牛牛数码城,3949.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Fold4 SM-F9360 折叠屏  W23 <span class=H>z</span>fold4,767386217189,336,山东 威海,0,1,1,0,0,骁龙8+ Gen 1,5000+1200+1000,25,,3,5000,Samsung z
电讯数码,1289.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip4 SM-F7210小折叠屏4代全网通5G手机,727277650534,324,广东 深圳,0,1,1,0,0,骁龙8Gen1Plus,1200+1200,25,,2,1200,Samsung z
苏宁易购官方旗舰店,1289.0,【送耳机+晒单返10元】Huawei/华为畅享60Pro手机长续航40W快充大屏大音量学生老人官方旗舰店智能华为手机,752194394286,324,北京,1,0,1,0,0,高通骁龙™ 680,5000+200,40,,2,5000,Samsung S22
千寻瀑电子科技,1580.0,<span class=H>Samsung</span>/三星 Galaxy <span class=H>Z</span> Flip3 5G SM-F7110国行折叠屏手机,694828400586,312,广东 深圳,0,1,1,0,0,高通骁龙 SDM888,1200,15,,1,1200,Samsung z
三星官翻机授权企业店,3699.0,【演示机】Samsung/<span class=H>三星</span> Galaxy <span class=H>S23</span>+ SM-S9160 大屏手机,770022203290,312,广东 广州,0,1,1,0,1,第二代骁龙8移动平台（for Galaxy）,5000+1200+31000,45,,3,3100,Samsung S23
心动数码科讯,1300.0,Samsung/<span class=H>三星</span> Galaxy S21 5G SM-G9910 双卡S21+S21Ultra国行手机,775958568635,312,广东 深圳,0,1,1,0,0,高通骁龙888,1200+1200+6400,25,,3,6400,Samsung S24
心动数码科讯,1300.0,Samsung/<span class=H>三星</span> Galaxy S21 5G SM-G9910 双卡S21+S21Ultra国行手机,775958568635,312,广东 深圳,0,1,1,0,0,高通骁龙888,1200+1200+6400,25,,3,6400,Samsung S22
