shopTitle,price,title,item_id,realSales,procity
永盛通讯连锁机构,588.00,Samsung/<span class=H>三星</span> Galaxy A40s SM-A3050/A50S大电池全网通4G双卡<span class=H>手机</span>,656927677343,3人付款,广东 东莞
旺达通讯科技,568.00,Samsung/<span class=H>三星</span> Galaxy C9 Pro SM-C9000正品全网通4G双卡智能<span class=H>手机</span>,712208157475,2人付款,广东 深圳
永盛通讯连锁机构,608.00,Samsung/<span class=H>三星</span> Galaxy A9S SM-A9200/A8S全网通4G双卡智能<span class=H>手机</span>,694481040912,6人付款,广东 东莞
方达科技,488.00,Samsung/<span class=H>三星</span> Galaxy C9 Pro SM-C9000移动4G<span class=H>手机</span> 学生老人机大屏,673214557025,2人付款,广东 深圳
陆陆顺三星行货店,820.00,原封Samsung/<span class=H>三星</span>GALAXY S9+plus国行双卡全网通4G曲屏<span class=H>手机</span>s10+,704285521447,19人付款,上海
百兆电子,1020.00,Samsung/<span class=H>三星</span> Galaxy S10 SM-G9730 S10+plus S10e国行双卡<span class=H>手机</span>,764213066394,13人付款,浙江 杭州
E心E意科技数码,780.00,Samsung/<span class=H>三星</span>Galaxy S10e SM-G9700国行s10plus全网通s9+4G<span class=H>手机</span>5G,680636557572,7人付款,上海
轩垲科技,870.00,Samsung/<span class=H>三星</span> Galaxy A90 5G SM-A9080 全网通5G双卡双待原装正品,719853855894,10人付款,广东 深圳
2023百小白,220.00,Samsung/<span class=H>三星</span> Galaxy on5 G5500移动联通4G<span class=H>手机</span> 戒网 学生老人机,729175983962,3人付款,广东 深圳
糖糖数码商品店,1150.00,Samsung/<span class=H>三星</span> Galaxy S20 SM-G9810国行双卡全网通5G曲屏<span class=H>手机</span>S20+,698893526186,17人付款,上海
迈微数码,1160.00,全新原封正品Samsung/<span class=H>三星</span> Galaxy S10+ SM-G9750加s10plus<span class=H>手机</span>4G,696859640590,69人付款,上海
疯牛手机数码城,760.00,Samsung/<span class=H>三星</span> GALAXY S9国行双卡全网通4g曲面屏智能<span class=H>手机</span>s8 s9+10,673656672276,13人付款,浙江 杭州
永盛通讯连锁机构,588.00,Samsung/<span class=H>三星</span> Galaxy A50s SM-A5070/A40S全网通4G双卡A70S<span class=H>手机</span>,694484456837,4人付款,广东 东莞
星恒优品,810.00,Samsung/<span class=H>三星</span> Galaxy S10+ SM-G9750 S10E S10国行双卡 S105G<span class=H>手机</span>,645913218016,12人付款,广东 深圳
未来数码网,1792.00,三防15000毫安电池5G全网通双卡NF,746755380830,3人付款,广东 深圳
迈微数码,1160.00,全新原封正品Samsung/三星 Galaxy S10+ SM-G9750加s10plus手机4G,696859640590,69人付款,上海
迈微数码,2140.00,Samsung/三星 Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,718012380273,4人付款,上海
旺达通讯科技,888.00,全新Samsung/<span class=H>三星</span> Galaxy A90 5G SM-A9080全网通双卡5G智能<span class=H>手机</span>,657691215385,9人付款,广东 深圳
优品数码8888,1100.00,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110  <span class=H>三星</span>折叠款5G<span class=H>手机</span>,740039246551,36人付款,广东 深圳
112470,1450.00,Samsung/<span class=H>三星</span> Galaxy Note20 Ultra 5G SM-N9860国行双卡5G<span class=H>手机</span>,761637690265,32人付款,广东 深圳
陆陆顺三星行货店,1520.00,原装正品Samsung/<span class=H>三星</span> Galaxy S21 国行双卡 S21+Ultra 5G<span class=H>手机</span>S20,732105384014,47人付款,上海
轩垲科技,1140.00,Samsung/<span class=H>三星</span> Galaxy A52 5G SM-A5260全网通5G 双卡双待原装原封,753658948882,11人付款,广东 深圳
糖糖数码商品店,1500.00,Samsung/<span class=H>三星</span> Galaxy S20 SM-G9810 5G全新S20+ S20UItra国行<span class=H>手机</span>,721113936782,38人付款,上海
旺达通讯科技,608.00,Samsung/<span class=H>三星</span> Galaxy A8s SM-G8870全面屏2400万6G运行全网通<span class=H>手机</span>,618678251480,9人付款,广东 深圳
火龙果3C数码,56.90,<span class=H>三星</span>e1200R移动版按键无摄像头工厂保密老年机学生老人<span class=H>手机</span>儿童,758483793735,100+人付款,北京
永盛通讯连锁机构,438.00,现货Samsung/<span class=H>三星</span> Galaxy A6S SM-G6200全面屏6.0寸全网通4G<span class=H>手机</span>,609074497817,8人付款,广东 东莞
轩垲科技,670.00,Samsung/<span class=H>三星</span> Galaxy F52 5G SM-E5260双卡全网通5G实惠好用<span class=H>手机</span>,760718287256,14人付款,广东 深圳
三星正品店,830.00,原装正品Samsung/<span class=H>三星</span> Galaxy S9+  S9Plus全新国行全网通4G<span class=H>手机</span>,733445877261,2人付款,浙江 宁波
鸿胜数码通讯,798.00,Samsung/<span class=H>三星</span> Galaxy A71 SM-A7160 5GA5160全面屏智能<span class=H>手机</span>6.7寸,620771290772,9人付款,广东 深圳
芬芳正品数码店,500.00,Samsung/<span class=H>三星</span> Galaxy A60 SM-A6060全新原装正品全网通4G<span class=H>手机</span>,644756888254,5人付款,广东 深圳
旺达通讯科技,758.00,Samsung/<span class=H>三星</span> Galaxy A9S SM-A9200四摄6.3寸大屏全网通双卡<span class=H>手机</span>,617865160264,3人付款,广东 深圳
陆陆顺三星行货店,820.00,原封Samsung/<span class=H>三星</span>Galaxy S9 SM-G9600/DS双卡全网通4G曲屏<span class=H>手机</span>s10,723790825371,8人付款,上海
旺达通讯科技,748.00,Samsung/<span class=H>三星</span> Galaxy A70 SM-A7050全网通A70S/A7070双卡4G<span class=H>手机</span>,671592871175,5人付款,广东 深圳
三星正品店,1060.00,原封正品Samsung/<span class=H>三星</span> Galaxy S10+双卡 s10plus全网通4G<span class=H>手机</span>S10E,733711203733,15人付款,浙江 宁波
旺达通讯科技,468.00,Samsung/<span class=H>三星</span> Galaxy C5 Pro SM-C5010小屏5.2寸全网通4G双卡<span class=H>手机</span>,626626268206,3人付款,广东 深圳
糖糖数码商品店,1950.00,Samsung/<span class=H>三星</span> Galaxy Note20 Ultra 5G SM-N9860<span class=H>手机</span>note20全网通,721925027778,34人付款,上海
芬芳正品数码店,862.00,Samsung/<span class=H>三星</span> Galaxy A90 5G SM-A9080全网通 5G双卡双待智能<span class=H>手机</span>,694970170332,6人付款,广东 深圳
欢欢手机专家,1350.00,Samsung/<span class=H>三星</span> Galaxy S20+ ultra正品全网通5G安卓智能曲面屏<span class=H>手机</span>,760624796809,27人付款,广东 深圳
卓越星园,1050.00,Samsung/<span class=H>三星</span> Galaxy S10+ SM-G9750国行S10全网通4G曲面屏<span class=H>手机</span>,665471033650,33人付款,广东 深圳
泰斗科技 皇冠老店,1180.00,Samsung/<span class=H>三星</span> Galaxy S10 SM-G9730 全网通4G 曲屏 S10+ 国行双卡,721543376732,27人付款,广东 深圳
嘉核数码科技,399.00,<span class=H>三星</span> Galaxy Folder SM-G1600翻盖<span class=H>手机</span>手写老人机大按键手写G1650,739982786443,19人付款,广东 深圳
恒力实体店,1390.00,【顺丰速发】Samsung/<span class=H>三星</span> Galaxy S21+ 5G SM-G9960国行全网通,707124670912,44人付款,上海
嘉核数码科技,599.00,<span class=H>三星</span> Galaxy Folder2 SM-G1650正品翻盖<span class=H>手机</span>老人机大按键手写1600,739889497529,33人付款,广东 深圳
百兆电子,1040.00,Samsung/<span class=H>三星</span> Galaxy S20+ G9810 s20u 国行双卡全网通5G曲屏<span class=H>手机</span>,691478947357,35人付款,浙江 杭州
旺达通讯科技,708.00,Samsung/<span class=H>三星</span> Galaxy A50s SM-A5070大电池M30S全网通4G双卡<span class=H>手机</span>,670745183076,4人付款,广东 深圳
叮叮猫测评,1259.00,Samsung/<span class=H>三星</span> Galaxy Note10+ SM-N9760 5G国行双卡<span class=H>手机</span>全网通,707548854552,17人付款,广东 广州
永盛通讯连锁机构,828.00,Samsung/<span class=H>三星</span> Galaxy A71 SM-A7160 5G全网通A51 A5160运行8G<span class=H>手机</span>,624786599209,4人付款,广东 东莞
永盛通讯连锁机构,1218.00,Samsung/<span class=H>三星</span> Galaxy A52 5G SM-A5260全新国行全网通双卡5G<span class=H>手机</span>,713128503704,5人付款,广东 东莞
华源通讯数码,390.00,Samsung/<span class=H>三星</span> Galaxy A6S SM-G6200,742772879278,5人付款,广东 深圳
盼盼数码科技,1650.00,Samsung/<span class=H>三星</span> Galaxy S21+国行双卡S21全网通5G<span class=H>手机</span> S21Ultra曲屏,696032415180,18人付款,广东 深圳
疯牛手机数码城,850.00,Samsung/<span class=H>三星</span> GalaxyS10eSM-G9700直屏10+全网通双卡曲面4G<span class=H>手机</span>s9,680715473296,6人付款,浙江 杭州
新泰时尚,1160.00,全新原封正品Samsung/<span class=H>三星</span> Galaxy S10+ SM-G9750加s10plus<span class=H>手机</span>4G,695542024247,35人付款,广东 广州
炫梦数码,1310.00,Samsung/<span class=H>三星</span> Galaxy S21+ 5G SM-G9960国行双卡5G新<span class=H>手机</span>s21ultra,756108527934,19人付款,浙江 杭州
数码通讯科技店,1749.00,Samsung/<span class=H>三星</span> Galaxy A54 5G SM-A5460全网通双卡5G正品<span class=H>手机</span>,744908633559,8人付款,广东 深圳
百兆电子,1040.00,Samsung/<span class=H>三星</span> Galaxy S10 SM-G9730 S20FE S10+plus S20U国行<span class=H>手机</span>,691512863323,15人付款,浙江 杭州
轩垲科技,1470.00,Samsung/<span class=H>三星</span> Galaxy A53 5G SM-A5360全网通5G 双卡双待原装原封,753787173026,14人付款,广东 深圳
数码通讯科技店,1270.00,Samsung/<span class=H>三星</span> Galaxy S20 FE 5G SM-G7810全网通双卡双待5G<span class=H>手机</span>,681541294045,3人付款,广东 深圳
陆陆顺三星行货店,960.00,Samsung/<span class=H>三星</span> Note8 SM-N9500国行双卡note9全网通4G曲屏<span class=H>手机</span>,708403289921,8人付款,上海
永达通讯数码,420.00,Samsung<span class=H>三星</span> GalaxyFolder2 SM-G16501600移动4G翻盖按键智能<span class=H>手机</span>,717043224084,9人付款,广东 深圳
星恒优品,1500.00,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110 5G全网通折叠翻盖<span class=H>手机</span>,767131448500,24人付款,广东 深圳
芬芳正品数码店,1190.00,Samsung/<span class=H>三星</span> Galaxy A52 5G SM-A5260 5G全视屏6.5寸120Hz刷新,654512800183,7人付款,广东 深圳
三星宏远祥龙专卖店,2199.00,直降1000/顺丰速发/<span class=H>三星</span>Samsung Galaxy A54 拍照<span class=H>手机</span>官方旗舰店官网 120Hz超顺滑全视屏 双卡5G智能<span class=H>手机</span>,728916269495,13人付款,北京
迈微数码,1470.00,Samsung/三星 Galaxy Note10+SM-N9760 5G全网通国行双卡曲屏手机,696964304781,31人付款,上海
迈微数码,1160.00,全新原封正品Samsung/三星 Galaxy S10+ SM-G9750加s10plus手机4G,696859640590,69人付款,上海
欢欢手机专家,2200.00,Samsung/<span class=H>三星</span> Galaxy S21 Ultra 5G全网通曲面屏正品安卓智能<span class=H>手机</span>,764192742829,66人付款,广东 深圳
糖糖数码商品店,980.00,Samsung/<span class=H>三星</span> GALAXY Note9 SM-N9600国行双卡全网通4G<span class=H>手机</span> NOTE8,698583956349,11人付款,上海
永盛通讯连锁机构,828.00,Samsung/<span class=H>三星</span> Galaxy M30s SM-M3070大容量电池全网通双卡4G<span class=H>手机</span>,695044054404,6人付款,广东 东莞
经典数码商店,1999.00,Samsung/<span class=H>三星</span> Galaxy Z Flip4 SM-F7210折叠屏<span class=H>手机</span>翻盖5G折叠新款,765647135756,30人付款,广东 深圳
雅馨数码城,1018.00,Samsung/<span class=H>三星</span> Galaxy S21 5G SM-G9910 S21+ S21UltraS23<span class=H>手机</span>全新,751459371237,8人付款,广东 深圳
星恒优品,1250.00,Samsung/<span class=H>三星</span> Galaxy Note10 SM-N9700 国行全网通Note10＋5G<span class=H>手机</span>,659852808840,13人付款,广东 深圳
叮当数码城,999.00,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110 折叠屏zflip3 5G折叠,752186364555,32人付款,广东 深圳
恒力实体店,700.00,Samsung/<span class=H>三星</span> Galaxy S8+ SM-G9550,672989151601,9人付款,广东 汕头
三星正品店,1620.00,Samsung/<span class=H>三星</span>Galaxy S21+国行S21Ultra双卡全网通5G<span class=H>手机</span>,757031882004,7人付款,浙江 宁波
百兆电子,1600.00,Samsung/<span class=H>三星</span> Galaxy S21SM-G9910 国行双卡 S21+Ultra曲屏<span class=H>手机</span>,690613924794,17人付款,浙江 杭州
原润科技,708.00,国行Samsung/<span class=H>三星</span> Galaxy F52 5G SM-E5260全网通5G四摄正品<span class=H>手机</span>,713856883283,10人付款,广东 深圳
涵涵小店数码,78.00,Samsung/<span class=H>三星</span>e1200移动版直板按键超长待机学生备用机老年人<span class=H>手机</span>,739589466983,17人付款,广东 深圳
轩垲科技,605.00,Samsung/<span class=H>三星</span> Galaxy A8s SM-G8870全网通4G双卡双待原装<span class=H>手机</span>,668763023324,2人付款,广东 深圳
陆陆顺三星行货店,820.00,Samsung/<span class=H>三星</span> GALAXY S9国行G9650 S9 plus全网通4G曲屏<span class=H>手机</span>S10,710217930785,2人付款,上海
永盛通讯连锁机构,748.00,Samsung/<span class=H>三星</span> Galaxy A70 SM-A7050全面屏A70s/A7070后置3摄<span class=H>手机</span>,593967391843,4人付款,广东 东莞
欢欢手机专家,1430.00,Samsung/<span class=H>三星</span> Note20 5G全新全套正品<span class=H>三星</span>手写笔安卓智能大屏<span class=H>手机</span>,759160882741,30人付款,广东 深圳
陆陆顺三星行货店,1390.00,全新Samsung/<span class=H>三星</span>Galaxy S20  SM-G9810国行双卡5G<span class=H>手机</span>S20+Ultra,762373343003,23人付款,上海
糖糖数码商品店,1450.00,Samsung/<span class=H>三星</span> Galaxy Note10+SM-N9760 5G全网通国行双卡曲屏<span class=H>手机</span>,698898353081,29人付款,上海
E心E意科技数码,780.00,Samsung/<span class=H>三星</span> Galaxy S9+ SM-G9650/DS国行S10+全网通4G双卡S8+,651479957232,15人付款,上海
鸿泰通讯,778.00,Samsung/<span class=H>三星</span> Galaxy A51 5G SM-A5160全网通智能8G<span class=H>手机</span>,676235792132,12人付款,广东 深圳
博凯科技,1188.00,Samsung/<span class=H>三星</span> Galaxy A52 5G SM-A5260正品5G<span class=H>手机</span>全网通双卡双待,662428990388,7人付款,广东 深圳
三星宏远祥龙专卖店,2249.00,【12期免息/赠快充壳膜】<span class=H>三星</span>/Samsung Galaxy A54 拍照<span class=H>手机</span>官方旗舰店官网 120Hz超顺滑全视屏,710547038502,6人付款,北京
叮叮猫测评,1356.00,Samsung/<span class=H>三星</span> Galaxy S20 Ultra SM-G9880 5G国行双卡全网通S20+,766965098957,14人付款,广东 广州
心动数码科讯,1130.00,Samsung/<span class=H>三星</span> Galaxy S20+ SM-G9860 S20 S20U国行5G原装双卡<span class=H>手机</span>,713144683235,15人付款,广东 深圳
星恒优品,1120.00,Samsung/<span class=H>三星</span> Galaxy S20 SM-G9810 5G/S20＋/S20U国行三网5G<span class=H>手机</span>,651162842662,15人付款,广东 深圳
轩垲科技,1350.00,Samsung/<span class=H>三星</span> Galaxy S20 FE 5G SM-G7810全网通5G 双卡全新正品,737646557413,4人付款,广东 深圳
samsung佳酷专卖店,2199.00,【领券下单/现货速发】<span class=H>三星</span>/Samsung Galaxy A54 拍照<span class=H>手机</span>官方专卖店正品官网 120Hz超顺滑全视屏,729096755701,10人付款,上海
哈基米数码,1410.00,Samsung/<span class=H>三星</span>Galaxy S20SM-G9810国行双卡三网5G曲屏<span class=H>手机</span>S20ultra,752879501149,14人付款,浙江 杭州
优品数码8888,1450.00,Samsung/<span class=H>三星</span> Galaxy Z Flip4 SM-F7210  ZFlip3 折叠<span class=H>手机</span>国行3代,761793294876,75人付款,广东 深圳
疯牛手机数码城,760.00,Samsung/<span class=H>三星</span> Galaxy S8+ SM-G9550,673483076347,6人付款,浙江 杭州
新星潮数码,780.00,Samsung/<span class=H>三星</span> GALAXY Note9 SM-N9600国行note8双卡全网通4G<span class=H>手机</span>,646490605873,2人付款,广东 广州
电讯数码,1148.00,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110小折叠屏4代<span class=H>手机</span>w23,727125425614,22人付款,广东 深圳
亿轩优品店,1240.00,Samsung/<span class=H>三星</span> Galaxy S20 Ultra SM-G9880 5G  S20 S20+ 国行<span class=H>手机</span>,693671915923,28人付款,广东 深圳
新星潮数码,1150.00,Samsung/<span class=H>三星</span> Galaxy S20 SM-G9810 5G S20Ultra S20+ S20FE 全新,678598248186,2人付款,广东 汕头
新泰时尚,1520.00,Samsung/<span class=H>三星</span> Galaxy S20+SM-G9860 5G S20+ S20UltraS10 S21全新,695784140801,30人付款,广东 广州
迈微数码,890.00,国行原封Samsung/<span class=H>三星</span> Galaxy S9+ SM-G9650/DS曲屏s9plus <span class=H>手机</span>4G,697422430456,14人付款,上海
牛牛数码城,1650.00,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110 折叠屏 zflip3,743496769104,40人付款,山东 威海
欢欢手机专家,1670.00,Samsung/<span class=H>三星</span> Galaxy S20 Ultra 正品<span class=H>三星</span>曲面屏旗舰安卓智能<span class=H>手机</span>,766113017883,25人付款,广东 深圳
新星潮数码,750.00,Samsung/<span class=H>三星</span> Galaxy S10e SM-G9700s10+plus s9智能<span class=H>手机</span>全网通4G,688880689277,1人付款,广东 广州
经典数码商店,1488.00,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110折叠屏<span class=H>手机</span>翻盖折叠款,760292111467,36人付款,广东 深圳
北京家家手机数码商城,1078.00,Samsung/<span class=H>三星</span> GALAXY S9+ plus盖乐世G9650曲屏<span class=H>手机</span>G9600国行全新,613647740018,6人付款,北京
112470,1250.00,Samsung/<span class=H>三星</span> Galaxy S21 5G SM-G9910国行双卡S21<span class=H>手机</span>5GS21ultra,762322535474,3人付款,广东 深圳
雅馨数码城,1208.00,Samsung/<span class=H>三星</span> Galaxy S10 SM-G9730 S10 5G S10E S10+ S20全新,687418532392,8人付款,广东 深圳
鹏运数码城,1450.00,Samsung/<span class=H>三星</span> Galaxy Note20 5G SM-N9810国行Note20Ultra双卡5G,673336817503,50人付款,广东 深圳
迈微数码,2140.00,Samsung/<span class=H>三星</span> Galaxy S22 5G SM-S9010 国行S22+Ultra三网双卡5G,749563356710,27人付款,上海
欢欢手机专家,1950.00,Samsung/<span class=H>三星</span> Galaxy Note20 Ultra 5G 大曲面屏手写笔安卓智<span class=H>手机</span>,765758183217,73人付款,广东 深圳
未来数码网,1792.00,三防15000毫安电池5G全网通双卡NF,746755380830,3人付款,广东 深圳
迈微数码,1160.00,全新原封正品Samsung/三星 Galaxy S10+ SM-G9750加s10plus手机4G,696859640590,69人付款,上海
东同数码通讯,1170.00,Samsung/<span class=H>三星</span> Galaxy Note10+ SM-N9760 5G国行双卡全网note10,637926321596,0人付款,广东 深圳
俊胜通讯,1188.00,Samsung/<span class=H>三星</span> Galaxy A52 5G SM-A5260双卡国行5G全网通智能<span class=H>手机</span>,714848487207,4人付款,广东 深圳
鸿泰通讯,1270.00,Samsung/<span class=H>三星</span> Galaxy S20 FE 5G SM-G7810全网通5G双卡双待<span class=H>手机</span>,744623447123,6人付款,广东 深圳
恒力实体店,1120.00,Samsung/<span class=H>三星</span> Galaxy S20  SM-G9810 5G S20Ultra S10+ S20FE<span class=H>手机</span>,679178026655,2人付款,上海
永盛通讯连锁机构,1358.00,Samsung/<span class=H>三星</span> Galaxy S20 FE 5G SM-G7810全网通双卡S20fe<span class=H>手机</span>,694791593746,6人付款,广东 东莞
叮当数码城,1050.00,叮当数码Samsung/<span class=H>三星</span> Galaxy Z Flip3 SM-F7110 折叠屏  S22U 5G,692670120463,10人付款,广东 深圳
轩垲科技,1710.00,Samsung/<span class=H>三星</span> Galaxy A54 5G SM-A5460全网通5G双卡超顺滑全视屏,719264248057,6人付款,广东 深圳
永盛通讯连锁机构,1488.00,Samsung/<span class=H>三星</span> Galaxy A53 5G SM-A5360全网通5G国行正品双卡<span class=H>手机</span>,723654884519,6人付款,广东 东莞
乐数码优品,960.00,Samsung/<span class=H>三星</span> Galaxy S10 SM-G9730 S10 5G S10E S10+ S20全新,649677656632,5人付款,广东 广州
南洋数码,1600.00,全新正品Samsung/<span class=H>三星</span> Galaxy S21+国行S20双卡全网通5G<span class=H>手机</span>Ultra,756655504078,2人付款,浙江 温州
经典数码商店,1488.00,Samsung/<span class=H>三星</span> Galaxy Z Flip3 5G SM-F7110折叠屏<span class=H>手机</span>翻盖折叠款,745124238123,40人付款,广东 深圳
澳门迅诚数码,1898.00,Samsung/<span class=H>三星</span>Galaxy A54<span class=H>手机</span>5G海外国际版A34双卡全新正品现货M34,710803180127,29人付款,广东 珠海
北京老农民网络创业,1838.00,Samsung/<span class=H>三星</span> Galaxy S10+ SM-G9750 S10E 5G S10+ 全新<span class=H>手机</span>S20,669085283106,10人付款,北京
燚森数码,1480.00,Samsung/<span class=H>三星</span> Galaxy S20+ SM-G9860国行5G双卡全新<span class=H>手机</span>s20Ultra,754386079433,7人付款,上海
B站格里芬,1530.00,Samsung/<span class=H>三星</span> Galaxy S21+ 5G SM-G9960国行S22 Ultra 双卡三网5g,648173787294,33人付款,广东 深圳
迈微数码,1620.00,Samsung/<span class=H>三星</span> Galaxy S20 SM-G9810 5G S20+ S20Ultra 全新国行,718758999348,15人付款,上海
新星潮数码,1600.00,Samsung/<span class=H>三星</span> Galaxy S21 5G SM-G9910国行双卡双待S21+Ultra曲屏,720664968962,3人付款,广东 广州
泰斗科技 皇冠老店,1630.00,Samsung/<span class=H>三星</span> Galaxy S20+ SM-G9860曲屏国行 双卡全网通5G S20U,658585692280,6人付款,广东 深圳
方达科技,698.00,Samsung/<span class=H>三星</span> Galaxy F52 5G SM-E5260全网通5G 双卡双待6400万像,762139750901,3人付款,广东 深圳
糖糖数码商品店,830.00,Samsung/<span class=H>三星</span> Galaxy S9+ SM-G9650/DS国行S9 S8全网通4G双卡S8+,699387029968,8人付款,上海
