shopTitle,price,title,item_id,realSales,procity
通达数码正品商城,348.00,新品Huawei/<span class=H>华为</span> 畅享 20e 全网通4G老年学生备用20E麒麟智能<span class=H>手机</span>,749441173956,8人付款,广东 深圳
威哥仔数码,158.00,Huawei/<span class=H>华为</span> P9移动联通电信4G智能<span class=H>手机</span> 游戏 老年人备用学生正品,714284728327,19人付款,广东 深圳
鸿蒙线上体验店,559.00,Huawei/<span class=H>华为</span> nova 4大屏4G全面屏游戏老人学生价安卓智能<span class=H>手机</span>鸿蒙,753204652893,8人付款,广东 珠海
山姆品牌代购,788.00,Huawei/<span class=H>华为</span> Mate 60 Pro全新未拆封正品官方旗舰官网<span class=H>手机</span>鸿蒙5G,767504637739,37人付款,广东 深圳
丹丹优品数码,499.00,Huawei/<span class=H>华为</span> 畅享 20 SE 原装正品游戏老人学生美颜智能<span class=H>华为</span>z<span class=H>手机</span>,746163720747,33人付款,广东 深圳
全国数码手机商城,1199.00,Huawei/<span class=H>华为</span> <span class=H>华为</span>畅享 70<span class=H>手机</span>新款正品,760225261256,44人付款,广东 深圳
国盛数码国际,899.00,Huawei/<span class=H>华为</span>Mate60Pro新款正品鸿蒙官方旗舰magic6荣耀100Pro<span class=H>手机</span>,768229156136,100+人付款,广东 深圳
威哥仔数码,238.00,Huawei/<span class=H>华为</span> P10移动联通电信4G<span class=H>手机</span> 游戏 老年人备用学生NFC智能,714525237465,10人付款,广东 深圳
雪山严选,363.00,Huawei/<span class=H>华为</span> 畅享10 畅想9plus正品学生老人 智能备用工作<span class=H>手机</span>10s,683821561160,16人付款,广东 深圳
改行大清仓,149.00,Huawei/<span class=H>华为</span> 畅享9 双卡双待学生老年人智能<span class=H>手机</span>便宜电池耐用<span class=H>手机</span>,762733273122,16人付款,北京
改行大清仓,148.00,Huawei/<span class=H>华为</span> P9  双卡双待全网通 智能学生工作 老人备用机,765529811558,15人付款,北京
荣发数码科技2店,626.00,Huawei/<span class=H>华为</span>畅享10plus官方正品全网通智能<span class=H>手机</span>学生老人备用<span class=H>手机</span>,728099217718,14人付款,广东 深圳
启晨数码科技,398.00,Huawei/<span class=H>华为</span> nova 4麒麟970鸿蒙系统全网通老人学生游戏智能<span class=H>手机</span>,739433464595,33人付款,广东 深圳
速达数码经营店,370.00,正品Huawei/<span class=H>华为</span> 畅享10 麒麟710 4800w像素学生备用老人工作<span class=H>手机</span>,757085407458,2人付款,广西 钦州
金华数码店铺,138.00,<span class=H>华为</span>翻盖老人<span class=H>手机</span>移动电信全网通4G老人机超长待机老年学生<span class=H>手机</span>,741303003290,33人付款,广东 深圳
半岛电子数码,618.00,Huawei/<span class=H>华为</span> 畅享Z 官方正品5G全网通老人学生游戏工作智能<span class=H>手机</span>,743746932042,43人付款,广东 深圳
晟誉祥手机专营店,589.00,Huawei/<span class=H>华为</span> 畅玩20 5000毫安大电池大屏百元老人老年智能<span class=H>手机</span>备用学生<span class=H>华为</span><span class=H>手机</span>官方旗舰店官网正品畅享10&20,739131506059,10人付款,广东 深圳
弯仔启航数码店,540.00,Huawei/<span class=H>华为</span> nova 5 Pro全网通4G麒麟980支持NFC人脸识别2<span class=H>手机</span>,737926743036,100+人付款,广东 深圳
天兴科技数码,500.00,Huawei/<span class=H>华为</span> P30 全面屏全网通智能美颜游戏面部识别<span class=H>手机</span>,753992931199,10人付款,广东 深圳
数码8888宝贝,1599.00,Huawei/<span class=H>华为</span> 畅享 60X,764853167230,46人付款,上海
创新数码8号店,399.00,<span class=H>华为</span>nova7 SE鸿蒙5G全网大屏老人便宜安卓学生游戏智能<span class=H>手机</span>百元机,714404100090,21人付款,广东 深圳
HVAWEI 品牌店,698.00,Huawei/<span class=H>华为</span> Nova 7<span class=H>手机</span>麒麟985芯片官方正品Nova7pro鸿蒙系统3,755883502346,50人付款,广东 深圳
改行大清仓,105.00,Huawei/<span class=H>华为</span> nova 4G<span class=H>手机</span>智能学生<span class=H>手机</span>老人机4G大内存nova1,702988631282,16人付款,北京
信诚通信,79.00,<span class=H>华为</span>老人<span class=H>手机</span>超长待机大屏大字大声音联通电信4G全网通按键老年机,768141510128,100+人付款,广东 广州
改行大清仓,178.00,Huawei/<span class=H>华为</span> P10 全网通 学生工作室备用吃鸡王者nfc功能 便宜机,762801159527,16人付款,北京
光速数码,359.00,MIUI/小米 REDMI 9A大屏幕大电池学生老人便宜智能手机红米12C,758383852905,100+人付款,广东 深圳
可乐严选数码,316.00,Huawei/华为 畅享10正品鸿蒙系统,756779362524,100+人付款,广东 汕头
玲珑数码通讯,540.00,Huawei/<span class=H>华为</span> NOVA 5i全网通5G智能<span class=H>手机</span>鸿蒙畅享20pro学生便宜老人,756484562683,200+人付款,广东 东莞
中星数码商城,338.00,<span class=H>华为</span>nova3i鸿蒙系统全网通4G老年智能全面屏学生游戏老人备用<span class=H>手机</span>,762379625526,26人付款,广东 深圳
联达科技5G,1099.00,Huawei/<span class=H>华为</span> Mate 60 Pro新品5G官方旗舰官网荣耀X50 GT智能<span class=H>手机</span>,768775478283,72人付款,广东 深圳
起航领域,760.00,Huawei/<span class=H>华为</span> Nova 7全网通5G鸿蒙系统智能<span class=H>手机</span>学生千元游戏老年SE,751765076957,69人付款,广东 惠州
远航数码科技,899.00,Huawei/<span class=H>华为</span> Mate60Pro原装未拆封官方旗舰官网nova12Pro荣耀<span class=H>手机</span>,766424601642,100+人付款,广东 广州
德胜通讯数码,738.00,Huawei/<span class=H>华为</span> nova 5 Pro全网通麒麟980智能学生老人备用机NFC<span class=H>手机</span>,756838639291,74人付款,广东 深圳
非凡诚信数码,618.00,Huawei/<span class=H>华为</span> MATE 30 4/5G大屏高速智能美颜游戏面部识别2<span class=H>手机</span>,764266974245,100+人付款,广东 深圳
HVAWEI 品牌店,758.00,Huawei/<span class=H>华为</span> P30<span class=H>手机</span>麒麟芯片980官方旗舰正品p30pro鸿蒙系统智能,754696490123,92人付款,广东 深圳
喵速达电器官方旗舰店,1469.00,【阿里官方自营】HUAWEI/<span class=H>华为</span>畅享60X 智能<span class=H>手机</span>7000mAh长续航<span class=H>华为</span>正品官方旗舰店,719620361731,35人付款,浙江 杭州
原封配件,79.80,<span class=H>华为</span>老人<span class=H>手机</span>超长待机大屏大字大声音电信移动按键学生机4G全网通,764796893707,300+人付款,浙江 杭州
鼎科数码城,315.00,Huawei/<span class=H>华为</span> P10全网通4g智能莱卡双摄麒麟960支持NFC指纹<span class=H>手机</span>,750515261686,27人付款,广东 深圳
惠至安数码专营店,859.00,分期免息 送豪华礼 40Plus系列8+256G 5G<span class=H>华为</span><span class=H>手机</span>官方旗舰正品店官网畅玩40学生中老年人智能千元<span class=H>手机</span>大电池,746395009852,34人付款,广东 深圳
涂典勒数码专营店,779.00,现货当天发/分期免息 Huawei/<span class=H>华为</span> Mate 40 新款畅玩40系列5G<span class=H>手机</span>官方旗舰正品店老人学生便宜备用百元智能机,758110342430,13人付款,广东 深圳
亿惠数码优品,279.00,Huawei/<span class=H>华为</span>畅享10官网正品旗舰9plus智能老年机学生备用老人<span class=H>手机</span>,743183051742,100+人付款,广东 深圳
通达数码正品商城,308.00,Huawei/<span class=H>华为</span> 畅享 10e全网通智能大屏幕大电池大音量老人百元<span class=H>手机</span>,751064330602,60人付款,广东 深圳
国产品牌手机超市,458.00,Huawei/<span class=H>华为</span> 畅享 10e老人机大字体大声全网通4G八核老人智能<span class=H>手机</span>,624469151550,100+人付款,江苏 南京
百邦科技数码,205.00,Huawei/<span class=H>华为</span> 畅享9 全网通正品学生老人智能备用工作<span class=H>手机</span>大屏安卓,742750233428,45人付款,广东 深圳
火火数码优品,220.00,<span class=H>华为</span>HUAWEI 畅享9 PLUS<span class=H>手机</span>正品畅想全面屏工作机备用学生老年,746285740772,10人付款,广东 深圳
领星数码店,669.00,Huawei/<span class=H>华为</span> 畅享20 Pro全网通5G智能<span class=H>手机</span>学生上网课老人千元备用,744226744341,78人付款,广东 深圳
国产品牌手机超市,378.00,Huawei/<span class=H>华为</span> 畅享9超长待机老人机大字体大声全网通老年智能<span class=H>手机</span>,644652946567,7人付款,江苏 南京
苏宁易购官方旗舰店,929.00,【顺丰速发+下单送好礼 Huawei/<span class=H>华为</span>畅享60<span class=H>手机</span>6000mAh长续航4800万超影像直面屏鸿蒙正品官方旗舰店<span class=H>华为</span><span class=H>手机</span>,751990700183,13人付款,北京
亮晶数码手机通讯,688.00,Huawei/<span class=H>华为</span> 畅享20 SE 原装正品游戏老人学生美颜智能<span class=H>手机</span>,726353718230,24人付款,广东 深圳
欧亚数码通讯,618.00,Huawei/<span class=H>华为</span> 畅享 10 Plus老人学生游戏拍照<span class=H>华为</span><span class=H>手机</span>,739017966475,4人付款,广东 珠海
星瑞数码,698.00,当天发货Huawei/<span class=H>华为</span> Nova 7鸿蒙系统7SE麒麟985芯片全网通5G<span class=H>手机</span>,763407257596,67人付款,广东 深圳
华星数码店铺,468.00,<span class=H>华为</span> nova 4 鸿蒙系统全网通4G麒麟970老人学生游戏智能老年<span class=H>手机</span>,740044127531,6人付款,广东 深圳
苏宁易购官方旗舰店,1349.00,晒单享10元红包】HUAWEI/<span class=H>华为</span>畅享60Pro 5000mAh长续航40W快充大屏大音量学生机老人机畅想60苏宁官方旗舰店,719572663709,24人付款,北京
华信数码通,168.00,<span class=H>华为</span>双屏翻盖老人<span class=H>手机</span>移动电信全网通4G老年学生<span class=H>手机</span>语音王老年机,764794142825,43人付款,广东 深圳
梦创通信,698.00,Huawei/<span class=H>华为</span> 畅享 20 Plus原装正品5G学生游戏<span class=H>手机</span>鸿蒙全网通备用,714234769588,26人付款,广东 广州
三际数码官方旗舰店,999.00,【咨询客服可减300元】<span class=H>华为</span>/HUAWEI畅享70<span class=H>手机</span>官方旗舰店正品新款智能学生老人直降千元机畅享60鸿蒙4.0,753428343596,35人付款,山东 济南
巅峰科技优品,240.00,Huawei/<span class=H>华为</span> Mate 9全网通4G<span class=H>手机</span>,679887458273,21人付款,广东 深圳
半岛电子数码,698.00,Huawei/<span class=H>华为</span> nova 7 SE 5G官方正品全网通5G学生老人游戏智能<span class=H>手机</span>,736576479321,41人付款,广东 深圳
创能易购数码,399.00,<span class=H>华为</span>nova7 SE鸿蒙5G网络老人大屏学生游戏安卓智能<span class=H>手机</span>百元机网课,755834143978,19人付款,广东 深圳
科技通讯城8,502.00,Huawei/<span class=H>华为</span> 麦芒 9全网通5G游戏指纹鸿蒙学生老人备用工作室<span class=H>手机</span>,764296156594,5人付款,广东 深圳
苏宁易购官方旗舰店,999.00,晒单享10元红包】Huawei/<span class=H>华为</span>畅享 50Z<span class=H>手机</span><span class=H>华为</span>正品官方旗舰店鸿蒙系统学生老人畅享50pro千元机<span class=H>华为</span>畅享50 Z,696276798461,37人付款,北京
联达科技5G,899.00,Huawei/<span class=H>华为</span>Mate60Pro遥遥领先鸿蒙5G荣耀官方旗舰nova12 Pro<span class=H>手机</span>,766421073935,100+人付款,广东 深圳
非凡诚信数码,480.00,Huawei/<span class=H>华为</span> nova 5 Pro/5/4全网通全面屏4G智能美颜面部识别<span class=H>手机</span>,753865537131,19人付款,广东 深圳
改行大清仓,288.00,Huawei/<span class=H>华为</span> P20全网通4G学生<span class=H>手机</span>游戏<span class=H>手机</span>老人机大电池4000毫安,704894698959,2人付款,北京
起航领域,650.00,Huawei/<span class=H>华为</span> nova 5 Pro智能学生游戏工作<span class=H>手机</span>5i老人4G备用带NFC,766241420577,33人付款,广东 惠州
专业品牌数码,185.00,【官方正品】<span class=H>华为</span>老人<span class=H>手机</span>超长待机大声音大字大屏全网通4G老年机,740049422035,100+人付款,广东 深圳
尼采数码通讯,138.00,<span class=H>华为</span>翻盖老人机老年机4G全网通超长待机大屏大字大声电信老人<span class=H>手机</span>,761805179146,300+人付款,广东 深圳
大东数码88,398.00,Huawei/<span class=H>华为</span> 畅享 9S全网通鸿蒙大屏超广角三摄学生老人智能<span class=H>手机</span>,768663077782,6人付款,广东 深圳
威哥仔数码,198.00,Huawei/<span class=H>华为</span> P9 Plus移动联通电信4G<span class=H>手机</span> 游戏老年人备用学生拍照,714526257463,17人付款,广东 深圳
福乐淘数码专营店,849.00,现货当天发 40Plus系列 8+256G 5G<span class=H>华为</span><span class=H>手机</span>官方旗舰正品店官网畅玩40学生新款老年人智能千元<span class=H>手机</span>大电池p60,762403040013,20人付款,广东 深圳
中国移动手机官方旗舰店,1386.00,【顺丰发货】Huawei/<span class=H>华为</span>畅享70Pro<span class=H>手机</span>官方旗舰店鸿蒙智能<span class=H>华为</span>畅享 70 pro 新款学生畅享70pro 畅想70pro,728038303116,34人付款,上海
改行大清仓,80.00,Huawei/<span class=H>华为</span> 畅享7  <span class=H>手机</span>双卡4G指纹识别老人学生清仓智能备用机,762744401559,15人付款,北京
A东富通讯,465.00,Huawei/<span class=H>华为</span> nova 3全网通4G麒麟970老人智能机学生网课备用机,741616756349,3人付款,广东 深圳
光速数码,359.00,MIUI/小米 REDMI 9A大屏幕大电池学生老人便宜智能手机红米12C,758383852905,100+人付款,广东 深圳
领星数码店,669.00,Huawei/华为 畅享20 Pro全网通5G智能手机学生上网课老人千元备用,744226744341,78人付款,广东 深圳
辉腾数码城,205.00,<span class=H>华为</span>老人机<span class=H>手机</span>4G全网通大字大声音大屏超长待机移动电信老年<span class=H>手机</span>,769719926745,35人付款,广东 广州
A长远通讯,505.00,Huawei/<span class=H>华为</span> nova 3全网通4G麒麟970智能老人机学生网课备用机,727199662114,32人付款,广东 深圳
天天数码老人手机门店,88.00,<span class=H>华为</span>老人<span class=H>手机</span>超长待机移动联通电信大字老年机大屏大声音全网通4G,767914638133,100+人付款,江苏 苏州
华信优选数码,850.00,Huawei/<span class=H>华为</span> P30 全网通4G<span class=H>手机</span> NFC麒麟980 鸿蒙系统P30pro,758663125840,71人付款,上海
改行大清仓,78.00,Huawei/<span class=H>华为</span> P8  4G双卡双待智能大屏游戏便宜工作备用机,765498509655,18人付款,北京
飞翔数码商行,558.00,Huawei/<span class=H>华为</span>畅享10Plus官方正品全网通学生智能老人备用智能<span class=H>手机</span>,752945001739,14人付款,广东 深圳
严选数码产品店,798.00,Huawei/<span class=H>华为</span> Nova 7全网通5G<span class=H>手机</span>学生老人游戏麒麟985官方旗舰NFC,761821492170,13人付款,广东 深圳
HUAWEl手机数码销售店,528.00,【百亿补贴】Huawei/<span class=H>华为</span> 畅享20 SE se老人学生智能4G全网通拍照,759729860539,64人付款,广东 深圳
5G精品数码,298.00,Huawei/<span class=H>华为</span> Mate 9全网通4G安卓智能备用工作室学生老人清仓<span class=H>手机</span>,763997868781,6人付款,广东 深圳
通达通讯,528.00,Huawei/<span class=H>华为</span> nova 5i Pro全网通4G学生老人智能备用<span class=H>手机</span>,749743361031,24人付款,广东 深圳
改行大清仓,258.00,Huawei/<span class=H>华为</span> Mate 10全网通清仓<span class=H>手机</span>低价4G指纹解锁全面屏学生,759362411304,13人付款,北京
数码通讯店,238.00,Huawei/<span class=H>华为</span> 麦芒 5全网通4G学生安卓智能百元<span class=H>手机</span>老人备用工作室,706417087990,3人付款,广东 深圳
可乐严选数码,316.00,Huawei/<span class=H>华为</span> 畅享10正品鸿蒙系统全网通智能大屏老人学生智能<span class=H>手机</span>,756779362524,100+人付款,广东 汕头
华星数码店铺,358.00,Huawei/<span class=H>华为</span> 畅享 10e全网通智能大屏幕大电池老人智能<span class=H>手机</span>工作机,745841375291,3人付款,山东 济南
信诚科技数码,298.00,Huawei/<span class=H>华为</span> 畅享9 官方正品大屏老人机学生全网通4G智能老人<span class=H>手机</span>,703615026394,100+人付款,广东 广州
亿惠数码优品,279.00,<span class=H>华为</span>HUAWEI 畅享9 PLUS畅想9S正品学生老人 智能备用工作<span class=H>手机</span>10s,740305983129,13人付款,广东 深圳
天兴科技数码,540.00,Huawei/<span class=H>华为</span> 畅享20 Pro 5G全网通鸿蒙大屏学生游戏<span class=H>手机</span>畅享20pro,763259863024,28人付款,广东 深圳
A东富通讯,348.00,Huawei/<span class=H>华为</span> nova 3i全网通4G老人<span class=H>手机</span>游戏全面屏百元学生<span class=H>手机</span>,738655315066,7人付款,广东 深圳
优家数码老店,815.00,Huawei/<span class=H>华为</span> 畅享 60新款<span class=H>手机</span>官方旗舰正品店学生拍照游戏<span class=H>手机</span>,751175202101,16人付款,广东 深圳
华盛数码批发商城,298.00,Huawei/<span class=H>华为</span> 畅享 10e老人机大字体大声全网通4G八核老人智能<span class=H>手机</span>,753979271337,8人付款,广东 深圳
胖达优品,209.00,Huawei/<span class=H>华为</span> P30正品曲面屏全网通4G麒麟智能<span class=H>手机</span>学生便宜安卓,752302939751,86人付款,四川 成都
通达数码正品商城,498.00,Huawei/<span class=H>华为</span> nova 5i Pro<span class=H>华为</span>全面屏全网通<span class=H>手机</span>官方正品NOVA 5i,750605106310,2人付款,广东 深圳
HVAWEI 品牌9年老店,698.00,Huawei/<span class=H>华为</span> Nova 7麒麟985芯片官方旗舰鸿蒙系统全网通5G<span class=H>手机</span>,761784128498,17人付款,广东 广州
优品数码通讯店,178.00,<span class=H>华为</span>翻盖老人<span class=H>手机</span>全网通4G<span class=H>手机</span>老年人大声音大字联通电信超长待机,755726947407,12人付款,广东 广州
正品数码手机,619.00,Huawei/<span class=H>华为</span>畅享10Plus官方正品全网通学生智能老人备用<span class=H>手机</span>,742984851647,84人付款,广东 深圳
创能易购数码,399.00,<span class=H>华为</span>nova7 SE鸿蒙老人拍照5G大屏学生游戏安卓智能<span class=H>手机</span>百元机网课,713294257875,7人付款,广东 深圳
华贸天地数码,468.00,Huawei/<span class=H>华为</span> nova 5 Pro全网通4G麒麟980鸿蒙NFC美颜游戏智能<span class=H>手机</span>,760693488145,9人付款,广东 深圳
欧亚数码通讯,618.00,Huawei/<span class=H>华为</span> 畅享 20 SE 原装正品游戏老人学生美颜智能<span class=H>华为</span><span class=H>手机</span>,738739904002,32人付款,广东 珠海
苏宁易购官方旗舰店,1339.00,【顺丰速发+下单送好礼】Huawei/<span class=H>华为</span>畅享60Pro<span class=H>手机</span>长续航40W快充大屏大音量学生老人正品官方旗舰店<span class=H>华为</span><span class=H>手机</span>,752194394286,19人付款,北京
晟誉祥手机专营店,799.00,顺丰速发/分期免息 <span class=H>华为</span> MATE40Pro 新款畅玩40系列5G<span class=H>手机</span>老人智能<span class=H>手机</span>6000mAh大电池学生官网正品店畅玩40s,743635248543,41人付款,广东 深圳
众诚数码通讯,443.00,Huawei/<span class=H>华为</span> Mate 9全网通4G双卡游戏高清快充拍照智能老人<span class=H>手机</span>,676965635389,15人付款,广东 东莞
起航领域,650.00,Huawei/<span class=H>华为</span> nova 6 SE双卡全网通4G<span class=H>手机</span>智能鸿蒙学生老人备用机,752050051396,28人付款,广东 惠州
芬科数码,202.00,<span class=H>华为</span>老人机<span class=H>手机</span>4G全网通大字大声音大屏超长待机移动电信老年<span class=H>手机</span>,752958430817,200+人付款,广东 广州
领星数码店,523.00,Huawei/<span class=H>华为</span> NOVA 5i正品全面屏四摄拍照游戏全网通学生智能<span class=H>手机</span>,732387733104,12人付款,广东 深圳
福乐淘数码专营店,899.00,顺丰包邮送豪华礼X40 12G运行内存 曲面屏新款5G<span class=H>华为</span><span class=H>手机</span>超级快充官方旗舰正品店官网千元机智能40plus2024,765714058521,15人付款,广东 深圳
风飞数码专营店,1528.00,分期免息/送豪华礼 HUAWEI/<span class=H>华为</span>P50 Pro 12+512GB新款X50i+旗舰5G<span class=H>手机</span>游戏拍照官方专卖官网正品店mate60pro,747160754369,23人付款,广东 深圳
速达数码经营店,588.00,正品 Huawei/<span class=H>华为</span> 畅享20 5G全网通大电池大屏学生AI拍照游戏<span class=H>手机</span>,714255356535,13人付款,广西 钦州
威博优品数码,920.00,Huawei/<span class=H>华为</span> P30 Pro  曲面屏双卡全网通P30直面屏NFC智能4G<span class=H>手机</span>,767762430048,22人付款,江苏 苏州
惠至安数码专营店,899.00,顺丰当天发 X40系列12G运行内存 曲面屏5G<span class=H>华为</span><span class=H>手机</span>超级快充<span class=H>华为</span>官方旗舰正品店官网智能拍照游戏40plus千元机,764799293542,33人付款,广东 深圳
三际数码官方旗舰店,999.00,【详情页领100元优惠+送碎屏保】<span class=H>华为</span>/HUAWEI畅享70<span class=H>手机</span>官方旗舰店正品新款直降学生老人千元机畅享60鸿蒙4.0,753355294659,10人付款,山东 济南
改行大清仓,158.00,Huawei/<span class=H>华为</span> P9 Plus  双卡4G安卓智能学生老人工作备用<span class=H>手机</span>,765413376015,10人付款,北京
星星huawei数码商城,858.00,Huawei/<span class=H>华为</span> nova 6 5G全新正品未拆封库存机麒麟990老人学生智能,768308233031,66人付款,北京
老人机正品店,68.00,<span class=H>华为</span>4G全网通直板老人<span class=H>手机</span>超长待机大字体超大音量大屏幕移动电信,770068741581,41人付款,广东 珠海
飞翔数码商行,588.00,Huawei/<span class=H>华为</span> 畅享Z 官方正品5G全面屏全网通人脸游戏学生智能<span class=H>手机</span>,753073863628,8人付款,广东 深圳
卖好货数码,929.00,新品现货Hi nova Huawei/<span class=H>华为</span>nova 9 SE 5G<span class=H>手机</span>官方正品 鸿蒙系统,752578899251,61人付款,广东 深圳
海源数码,328.00,Huawei/<span class=H>华为</span> 畅享9大屏<span class=H>手机</span>4G超长待机八核智能老人学生工作<span class=H>手机</span>,692487409262,3人付款,广东 深圳
光速数码,359.00,MIUI/小米 REDMI 9A大屏幕大电池学生老人便宜智能手机红米12C,758383852905,100+人付款,广东 深圳
领星数码店,669.00,Huawei/华为 畅享20 Pro全网通5G智能手机学生上网课老人千元备用,744226744341,78人付款,广东 深圳
可乐严选数码,316.00,Huawei/华为 畅享10正品鸿蒙系统,756779362524,100+人付款,广东 汕头
改行大清仓,288.00,Huawei/<span class=H>华为</span> P20 全面屏<span class=H>手机</span> 学生智能视频学习 工作备用机,762632700277,9人付款,北京
优品特惠数码,298.00,Huawei/<span class=H>华为</span> 麦芒 6智能学生老人清仓工作室备用NFC百元便宜2<span class=H>手机</span>,734848152378,1人付款,广东 深圳
李华氏数码专营店,599.00,8G+128GB<span class=H>华为</span>畅玩<span class=H>手机</span>老年人学生智能游戏<span class=H>手机</span>新款5000毫安大电池高清拍照,717497968052,1人付款,广东 深圳
ccsmdian,298.00,Huawei/<span class=H>华为</span> 麦芒 6安卓智能大屏百元学生老人工作室备用<span class=H>手机</span>NFC,755354859455,2人付款,广东 深圳
半岛电子数码,568.00,Huawei/<span class=H>华为</span> 畅享10 plus,747264256871,3人付款,广东 深圳
众诚数码通讯,318.00,Huawei/<span class=H>华为</span>麦芒5智能指纹5.5寸小巧打卡工作室备用百元电话<span class=H>手机</span>,705106777608,2人付款,广东 东莞
星星数码通讯,298.00,Huawei/<span class=H>华为</span>nova 2 Plus全网通指纹吃鸡王者学生老人抖音智能<span class=H>手机</span>,696314481880,8人付款,广东 深圳
鸿星数码馆,424.00,Huawei/<span class=H>华为</span> P10全网通4G轻便NFC智能拍照5.1英寸老人小屏<span class=H>手机</span>P9P,683381201633,16人付款,广东 惠州
威哥仔数码,258.00,Huawei/<span class=H>华为</span> P10 Plus移动联通电信4G智能<span class=H>手机</span> 游戏 老年备用学生,714524217167,26人付款,广东 深圳
严选优品通讯,548.00,Huawei/<span class=H>华为</span> 畅享 10Plus原装正品鸿蒙学生老人智能<span class=H>手机</span>全网通备,720882071348,4人付款,广东 广州
信诚通信,85.00,<span class=H>华为</span>老人<span class=H>手机</span>超长待机大屏大字大声音全网通4G联通电信移动老年机,743177388484,90人付款,广东 广州
优品特惠数码,298.00,Huawei/<span class=H>华为</span> Mate 9全网通4G学生智能老年人备用游戏工作双卡<span class=H>手机</span>,761821003493,3人付款,广东 深圳
qiqikeji,502.00,Huawei/<span class=H>华为</span> 麦芒 9 双5G全网通6.8英寸学生老人工作智能低价<span class=H>手机</span>,764728019584,10人付款,广东 深圳
